# this data file was made with generate_cvs.tcl
# Chains E,F,G,H are on residues 50-69 of chains A through D (present only in the C8 cage models!)
# Chains I,J,K,L are on residues 10-29 of chains A through D (present in both C4 and C8 cage models)
# this script generates CV's for the shotgun simulation restarts
# [frame, distance along z cordinate of protein (0 is center), distance protein is away from the center of the top of the cage in the plane]
0,68.431663,5.486089
1,68.655090,5.620795
2,68.683371,6.039939
3,68.746562,6.177684
4,69.138217,6.204641
5,69.048589,6.707728
6,69.146303,5.993604
7,69.232649,6.159331
8,69.184313,6.095270
9,69.089277,6.166028
10,69.237005,6.247575
11,68.935352,5.825896
12,68.952291,5.763653
13,68.997192,5.971910
14,69.337381,6.105401
15,69.148094,6.338285
16,69.572298,6.555754
17,69.602842,6.753923
18,70.040395,6.958804
19,70.207147,6.499120
20,69.961133,7.097779
21,69.823067,6.375869
22,70.057996,5.751847
23,69.942210,5.290788
24,70.104451,5.449051
25,70.169071,5.273243
26,69.921678,5.382143
27,70.167763,4.745904
28,70.012987,4.973886
29,69.732120,5.515851
30,69.274800,5.873639
31,69.326689,5.668081
32,68.852443,5.214385
33,68.652010,4.281807
34,68.577271,4.144213
35,68.482226,3.960492
36,68.389357,4.824419
37,68.310162,5.033934
38,68.000263,5.264295
39,67.753926,6.221107
40,67.298130,6.008933
41,67.528827,6.333737
42,67.151445,6.855774
43,66.631866,6.968698
44,66.049147,7.603352
45,65.851444,8.617914
46,65.912911,8.290332
47,66.002955,7.999005
48,66.123710,8.063641
49,65.881274,8.346865
50,65.727181,8.000673
51,65.511739,7.624019
52,65.515919,8.130900
53,65.684600,7.957786
54,65.702973,8.249045
55,66.034378,8.142221
56,66.384388,7.046210
57,66.381477,7.313279
58,66.690591,7.496037
59,66.887097,7.728373
60,66.548466,7.855830
61,66.660247,7.867082
62,67.029647,7.376371
63,67.217685,7.881714
64,67.165257,7.523852
65,67.373460,7.604961
66,67.666748,6.977680
67,67.575255,7.072185
68,67.550359,6.774623
69,67.963579,6.861831
70,68.255895,6.898213
71,68.085471,6.951866
72,68.239573,6.431561
73,67.910616,6.768068
74,68.071859,6.041196
75,68.098784,5.692112
76,68.123963,5.464822
77,68.249042,5.170328
78,68.047073,5.168164
79,68.070962,5.364368
80,67.952115,6.025805
81,68.197501,6.185911
82,67.775156,6.687699
83,67.515569,6.668473
84,67.166166,6.661989
85,67.160074,7.145274
86,66.427876,7.656358
87,66.527183,7.726262
88,66.737749,8.054294
89,66.910761,7.794655
90,66.581172,7.165283
91,66.349935,7.045385
92,66.177027,6.778474
93,66.383496,6.542351
94,66.654482,5.999846
95,66.716375,5.261862
96,66.766438,5.431216
97,66.789506,5.564988
98,66.464846,6.141134
99,66.532343,6.357814
100,66.474051,6.767546
101,66.064790,6.895157
102,65.675289,7.552464
103,65.487709,7.521998
104,65.401635,8.030000
105,64.420040,8.494879
106,64.235392,9.441679
107,64.150130,9.736327
108,63.748254,9.740406
109,63.508822,9.887460
110,63.168157,10.297885
111,63.609100,9.608949
112,63.544793,9.318501
113,63.269351,9.208977
114,63.497105,8.788241
115,63.346089,8.816113
116,64.142632,8.905405
117,64.964922,8.812181
118,64.827192,8.697272
119,64.686946,9.495049
120,64.282033,9.330483
121,64.374239,9.535508
122,64.955832,9.745974
123,65.178151,9.905828
124,64.846141,9.703984
125,64.695088,9.774253
126,64.493942,9.744357
127,64.399607,9.912832
128,64.118694,9.664950
129,63.654634,9.727373
130,63.082447,10.253352
131,62.774580,10.863334
132,62.648437,10.658710
133,62.608802,10.505227
134,62.321083,10.339625
135,61.919196,10.927247
136,61.863035,11.610158
137,61.737129,12.192690
138,61.618181,12.547689
139,61.287808,12.774647
140,61.290340,12.787667
141,60.707421,12.382181
142,60.426979,12.424732
