# this data file was made with generate_cvs.tcl
# Chains E,F,G,H are on residues 50-69 of chains A through D (present only in the C8 cage models!)
# Chains I,J,K,L are on residues 10-29 of chains A through D (present in both C4 and C8 cage models)
# this script generates CV's for the shotgun simulation restarts
# [frame, distance along z cordinate of protein (0 is center), distance protein is away from the center of the top of the cage in the plane]
0,73.453094,7.797393
1,73.360814,7.783628
2,73.234828,7.750550
3,72.673560,7.951414
4,72.801999,8.382007
5,73.296804,8.518310
6,73.513399,8.699174
7,73.724764,8.637232
8,73.464231,8.605076
9,73.172427,8.450420
10,73.053374,8.630245
11,73.251611,8.527340
12,73.572456,8.025090
13,73.302279,7.909365
14,73.522902,7.372927
15,73.244698,6.662451
16,73.041726,7.158075
17,72.710012,7.540710
18,73.008251,7.544037
19,72.482336,7.565339
20,72.593595,7.707523
21,72.439538,7.903582
22,72.761097,7.813647
23,72.627078,8.016945
24,72.856187,7.858013
25,73.174996,7.728802
26,72.837979,7.944071
27,73.243912,8.077406
28,72.951057,7.819151
29,72.518791,8.194292
30,72.624236,7.736406
31,72.272319,7.705536
32,71.948386,8.075418
33,72.070841,7.866585
34,71.794249,8.084908
35,71.663702,8.174276
36,71.374894,8.207384
37,71.110103,8.482313
38,70.856718,8.544056
39,70.499789,7.878380
40,70.059931,7.381076
41,69.623187,7.829030
42,69.294378,6.854753
43,68.803717,6.305114
44,69.292704,6.047694
45,69.523218,6.546315
46,69.597845,6.014646
47,69.895975,5.720275
48,69.738917,5.380665
49,69.884810,6.061799
50,70.197129,6.349759
51,70.287302,5.882124
52,70.096833,5.660545
53,69.988076,5.480449
54,70.289679,5.383375
55,70.741264,6.052066
56,70.848414,6.075606
57,70.958259,5.846926
58,70.457829,6.529084
59,69.991694,6.907381
60,69.818711,6.938351
61,69.870910,6.757687
62,70.019410,7.160462
63,70.162929,7.549872
64,70.054242,7.853013
65,69.429566,8.209654
66,69.709704,9.087582
67,69.341189,9.051791
68,69.134582,9.070013
69,69.227463,8.462081
70,69.348975,8.481363
71,69.147677,8.310068
72,69.100772,8.448540
73,69.022469,8.764256
74,69.343247,8.796981
75,68.940481,9.150816
76,68.845052,10.104235
77,69.328808,9.677327
78,69.511888,9.641969
79,69.456763,9.724816
80,69.362484,10.046523
81,69.573047,9.896983
82,69.680245,9.752040
83,69.972164,9.978275
84,70.064657,10.358251
85,70.166445,10.372691
86,70.160213,10.403307
87,69.850381,10.325156
88,69.945171,10.479458
89,69.980051,10.678829
90,70.270935,10.299131
91,69.882657,9.900427
92,69.751166,9.290395
93,69.717025,8.491000
94,69.202161,8.760689
95,69.180742,9.130275
96,68.839652,8.980774
97,68.844435,9.462365
98,68.993527,8.527741
99,68.849966,8.161466
100,68.430111,7.819908
101,68.366045,7.521771
102,68.697932,7.386334
103,68.482807,7.759673
104,68.600457,7.845480
105,68.102865,8.077304
106,67.563262,7.932570
107,66.761952,8.075169
108,66.090304,8.263080
109,65.983091,8.054222
110,66.156733,7.980566
111,66.100467,7.951567
112,65.885345,8.399374
113,65.854578,8.811541
114,65.810653,8.156987
115,65.724985,7.995977
116,66.005448,7.889061
117,66.190846,7.568654
118,65.856042,7.499197
119,65.716417,7.963554
120,65.326260,8.241063
121,64.764802,8.314955
122,64.635311,8.413836
123,64.533337,8.706090
124,64.696184,8.810651
125,64.909392,9.271819
126,64.939982,9.400531
127,64.984391,9.322074
128,65.092285,9.283633
129,64.803736,9.114955
130,64.608467,9.526446
131,64.790928,9.534261
132,64.803235,9.860265
133,64.586879,10.290518
134,64.866705,10.593193
135,64.560175,10.416754
136,64.579991,9.788204
137,64.376400,9.773692
138,63.965996,9.830598
139,63.921894,9.677481
140,64.182740,9.490783
141,64.523406,9.458384
142,64.629200,9.389467
143,64.643246,9.592228
144,64.403619,9.542455
145,63.946638,9.612924
146,63.557835,10.163078
147,63.882678,10.238355
148,64.212576,9.930084
149,64.509469,10.282792
150,64.557218,10.374432
151,63.900354,10.986974
152,63.705613,10.840262
153,63.759742,11.200011
154,63.721523,11.033455
155,63.369407,11.122585
156,63.620372,10.820308
157,63.859798,10.982997
158,63.609933,11.126261
159,63.550662,10.993140
160,63.232863,10.795318
161,63.516762,10.731250
162,63.720627,10.508503
163,63.685808,10.694384
164,63.846697,10.815667
165,63.920334,10.382765
166,64.256948,10.060269
167,63.978699,9.783744
168,63.796245,9.539771
169,64.137301,9.860302
170,64.258938,10.216672
171,64.684003,9.732697
172,64.597514,9.121444
173,64.656618,8.955746
174,64.316256,9.763092
175,64.512104,9.989163
176,64.295127,10.159336
177,63.755168,10.341572
178,63.306645,10.187172
179,62.788442,9.945788
180,61.923707,9.726730
181,62.667346,9.420137
182,62.613423,9.456611
183,62.386338,8.822010
184,62.188687,8.664843
185,62.074022,8.528956
186,62.068841,8.373968
187,62.057276,8.349033
188,61.657571,8.776437
189,61.648144,8.774261
190,60.884284,9.212794
191,60.492225,9.778619
192,60.464311,9.857869
193,59.847101,9.977040
194,59.906131,9.964730
195,59.707447,9.784491
196,59.629001,9.732457
197,59.466784,9.773562
198,59.405101,9.667759
199,59.256807,9.506915
200,59.626714,9.471038
201,60.110947,9.854700
202,60.371144,10.173991
203,60.175559,10.465442
204,60.254957,10.668182
205,60.140115,10.365127
206,59.869425,10.621202
207,60.081772,10.494684
208,59.847370,10.458435
209,59.293324,10.543895
210,59.125787,10.607773
211,58.847462,10.696783
212,58.887574,10.429999
213,58.839121,10.464903
214,59.248165,10.408051
215,59.436123,9.887472
216,59.626041,9.582634
217,59.682553,9.853070
218,59.556609,10.515543
219,59.275127,10.323057
220,59.127300,10.734441
221,59.282549,10.901445
222,58.739571,10.895441
223,58.277544,10.294327
224,58.273864,10.641441
225,58.338126,10.268237
226,57.942716,10.302635
227,57.904129,10.917565
228,57.497936,11.395984
229,57.278616,11.555696
230,56.968193,11.207467
231,56.473297,10.858026
232,55.954941,10.810421
233,56.152528,10.681701
234,56.198685,11.129321
235,55.851961,11.415679
236,55.603334,11.574791
237,55.437467,11.547926
238,55.083296,11.493823
239,55.151238,11.522019
240,54.808656,11.111325
241,54.811562,11.749505
242,54.603837,11.756769
243,54.466374,12.118741
244,54.948219,12.218660
245,54.855869,12.632507
246,54.669860,12.514569
247,55.221055,11.996301
248,55.490442,12.096004
249,55.667596,11.797425
250,55.879909,12.465917
251,56.106681,11.990238
252,56.073686,11.957298
253,55.997978,11.911300
254,55.911939,12.205103
255,55.795603,12.111825
256,55.929823,11.977061
257,56.630036,11.541810
258,56.716878,11.959785
259,56.989540,11.349859
260,57.056837,11.453999
261,57.225645,11.396201
262,57.359433,11.097519
263,57.806625,10.873628
264,58.326858,11.341588
265,58.512091,11.334632
266,58.310406,11.496320
267,58.405564,11.327639
268,58.696978,10.934799
269,57.958298,11.060005
270,58.175594,10.381206
271,58.724162,10.208372
272,59.270402,9.506913
273,58.686125,9.902320
274,58.114237,10.305279
275,58.413513,10.073018
276,58.363218,10.192898
277,58.684109,10.163946
278,58.603143,10.501847
279,58.740300,10.672404
280,58.438811,10.752853
281,57.819988,11.007661
282,57.942852,11.039506
283,58.012695,11.501268
284,58.424234,11.939342
285,58.450050,11.923147
286,58.396440,12.066365
287,58.460032,12.175307
288,58.230858,11.980775
289,58.198554,11.567393
290,58.262643,11.212689
291,57.559866,11.554629
292,57.430586,12.249905
293,57.330166,12.111198
294,57.603842,11.892615
295,57.425168,11.504147
296,57.755395,11.450728
297,57.603740,11.388962
298,57.114356,11.150360
299,57.036724,10.785040
300,56.936240,10.379226
301,56.910563,10.037932
302,56.919265,9.921830
303,56.490607,9.946837
304,56.887364,9.707847
305,57.103664,9.745351
306,57.232077,10.181971
307,56.806106,11.143971
308,56.515547,11.460681
309,57.001403,11.378623
310,57.602521,11.493180
311,58.048451,11.245592
312,57.929029,10.598172
313,58.027792,10.425616
314,57.699458,10.491210
315,57.566931,10.671221
316,58.021941,10.694128
317,57.963070,10.388911
318,58.311427,10.364154
319,58.866466,10.335569
320,59.331527,10.101766
321,59.196172,9.864197
322,58.742762,10.069768
323,58.626438,10.287290
