# this data file was made with generate_cvs.tcl
# Chains E,F,G,H are on residues 50-69 of chains A through D (present only in the C8 cage models!)
# Chains I,J,K,L are on residues 10-29 of chains A through D (present in both C4 and C8 cage models)
# this script generates CV's for the shotgun simulation restarts
# [frame, distance along z cordinate of protein (0 is center), distance protein is away from the center of the top of the cage in the plane]
0,64.143827,10.540716
1,63.764174,10.764568
2,63.501520,10.434921
3,63.527768,10.795557
4,63.066369,10.296962
5,62.760273,10.710700
6,62.606593,10.495189
7,62.601998,11.044975
8,62.196661,10.664633
9,61.798561,10.659580
10,61.771050,10.991899
11,62.092723,11.100292
12,62.266564,11.193639
13,62.501379,10.909119
14,62.533279,10.965288
15,62.349941,10.613541
16,62.253897,11.159844
17,61.890654,10.623024
18,62.420980,9.840029
19,62.489209,9.923929
20,62.989502,9.814032
21,63.273360,9.863370
22,62.874109,10.230100
23,62.818414,10.563730
24,62.929792,10.223443
25,62.690828,10.133214
26,62.306292,10.112604
27,62.606710,10.523091
28,62.877040,10.483145
29,63.109215,10.259482
30,63.588774,9.975911
31,63.760301,9.543558
32,63.521525,9.158939
33,63.153091,9.936869
34,62.779900,9.814563
35,62.088105,10.304358
36,61.925327,10.230378
37,62.014392,10.554752
38,61.712872,10.441868
39,61.756852,10.507069
40,62.029436,10.571710
41,61.896956,10.397736
42,61.614689,10.471654
43,61.319451,10.978237
44,60.874262,11.025788
45,61.365818,11.239400
46,61.404249,11.267678
47,61.527919,11.043583
48,61.645807,11.338496
49,61.109364,11.311842
50,60.875800,11.527470
51,60.981265,11.694627
52,61.443014,11.955525
53,61.511475,11.959157
54,61.287730,12.431429
55,61.237919,12.485089
56,61.273057,12.489067
57,61.330357,12.621981
58,61.473347,12.400063
59,61.298480,12.023535
60,61.460143,11.624236
61,61.266709,11.688721
62,60.670056,11.459913
63,60.657212,11.306321
64,61.346535,11.499007
65,61.513389,10.795131
66,61.411731,10.848220
67,61.980835,10.824962
68,61.921090,10.967532
69,62.224020,11.979909
70,62.649835,12.188536
71,62.846997,12.101773
72,62.449868,12.423920
73,62.241844,12.329945
74,62.836882,12.489342
75,63.644324,12.357767
76,63.859689,12.163898
77,64.308061,12.391060
78,64.760044,12.170685
79,65.253886,12.930594
80,65.457329,12.325493
81,65.324974,12.525072
82,64.742549,12.496268
83,64.758183,12.803570
84,64.800413,12.741286
85,64.347869,12.947629
86,64.340497,13.175258
87,64.553597,13.402431
88,64.767208,13.722355
89,64.741521,13.687815
90,64.538820,13.840765
91,64.257965,13.686243
92,64.441168,12.979170
93,64.425733,13.180428
94,64.448298,13.318463
95,64.007459,12.861765
96,63.982625,13.444701
97,63.904780,13.616192
98,64.122283,14.514407
99,64.176091,14.264619
100,64.418695,13.938624
101,64.237272,13.989879
102,64.290763,13.663887
103,64.022889,13.706653
104,64.281378,13.795036
105,64.557289,13.278551
106,64.970669,12.994505
107,64.844982,13.247973
108,65.320639,13.272725
109,65.630671,12.735172
110,65.575928,12.813829
111,64.851797,12.355308
112,64.654507,12.356279
113,64.781080,12.773492
114,64.551275,13.082214
115,64.466173,13.301161
116,64.111227,12.384077
117,63.425697,12.082410
118,63.077268,11.963641
119,62.785728,11.541088
120,62.156384,11.550169
121,61.977793,11.517916
122,61.870740,11.139830
123,61.311578,11.233734
124,61.134605,11.628682
125,60.868360,11.435055
126,61.100802,11.241540
127,60.945855,11.132499
128,60.874239,11.193193
129,60.238548,11.015151
130,60.673723,10.535430
131,61.110694,10.663443
132,61.434349,10.964847
133,61.167979,11.900277
134,60.600541,12.569595
135,60.399787,12.535347
136,60.224308,11.910679
137,60.209612,11.222476
138,60.067765,11.499649
139,59.902337,11.501040
140,59.870258,11.315880
141,59.773769,11.524905
142,59.811799,10.729523
143,59.602647,10.096511
144,59.601656,9.973778
145,59.357444,9.450614
146,59.467306,9.214393
147,59.157581,9.182758
148,59.241193,8.368861
149,59.573481,8.189192
150,59.210328,8.607868
151,59.196953,8.737561
152,59.015704,9.078368
153,59.114370,9.136031
154,59.321967,9.062398
155,59.553502,8.885649
156,59.780751,9.050396
157,60.014298,9.454278
158,60.297227,9.773552
159,60.346705,9.743855
160,60.868131,9.334396
161,60.773904,9.649844
162,60.504544,9.535920
163,60.180230,8.986151
164,59.703300,8.982625
165,59.463426,8.859266
166,59.310175,8.904576
167,59.033992,8.779048
168,58.698373,9.609821
169,58.651939,9.559104
170,58.561876,9.093209
171,58.437355,9.067769
172,58.589521,9.034235
173,58.875270,8.853914
174,58.983409,8.798471
175,59.378255,9.039347
176,59.386506,9.011849
177,59.236102,8.657866
178,59.524833,8.657762
179,59.602510,8.478760
180,59.978752,8.382640
181,60.307963,7.963554
182,60.659425,8.320252
183,60.569483,8.207456
184,60.574284,7.926771
185,60.557638,7.983104
186,60.649850,7.968321
187,60.382751,8.491434
188,59.943927,8.493555
189,60.091814,8.336172
190,59.683247,8.455120
191,59.604191,8.748199
192,59.653357,8.711951
193,59.890166,8.353896
194,60.215477,8.128737
195,60.789609,7.862232
196,60.951454,7.748158
197,60.794775,8.147784
198,60.388040,8.391566
199,59.979983,8.526586
200,60.255995,8.606638
201,60.565810,8.039578
202,60.505482,8.495666
203,60.263038,8.586893
204,60.020752,9.016227
205,59.818762,9.059442
206,59.562546,9.208940
207,59.835956,9.274031
208,60.323411,9.125299
209,60.655772,9.202761
210,60.531519,9.242541
211,60.375160,9.290953
212,60.332988,9.304675
213,60.298371,9.602690
214,60.465390,9.240554
215,60.210834,9.563994
216,60.172608,9.001611
217,59.774877,8.883970
218,59.680707,8.623160
219,59.762062,8.587140
220,59.836782,8.779867
221,59.583724,8.773756
222,59.768629,9.145886
223,59.825738,9.312657
224,60.174808,9.269181
225,60.159244,9.402723
226,60.190176,9.734596
227,59.402281,10.145324
228,59.330795,10.261451
229,59.758548,10.017133
230,59.414762,9.866528
231,59.515822,9.922769
232,59.476642,10.149880
233,58.939630,10.593235
234,58.981654,10.242639
235,58.879390,10.504338
236,58.974165,10.226823
237,59.017015,10.205942
238,58.511645,10.127374
239,58.301345,10.749803
240,58.281369,11.174048
241,57.989791,10.966681
242,57.919346,10.997225
243,57.262886,10.772502
244,57.470289,10.572010
245,57.263044,10.624482
246,56.738445,11.094485
247,57.042781,11.338003
248,57.927010,11.462987
249,58.368262,11.213190
250,58.501897,10.640648
251,58.899253,10.325079
252,58.536754,10.073464
253,58.655528,10.017027
254,58.882838,10.732829
255,58.848862,10.747035
256,58.665852,10.493112
257,58.377668,10.721082
258,58.710863,10.564676
259,58.580299,10.202559
260,58.362635,10.327248
261,57.862481,10.470369
262,57.446520,10.085101
263,57.517575,9.774835
264,56.997190,10.161467
265,56.782721,10.386426
266,56.810611,10.316248
267,56.581776,9.549361
268,56.685630,8.903170
269,56.588005,9.174936
270,56.699760,9.072069
271,56.682394,8.598535
272,56.589043,8.927596
273,57.178615,8.672968
274,57.531483,8.858504
275,57.866041,8.758998
276,58.091232,8.967756
277,57.882634,9.134189
278,57.707328,9.034113
279,57.702091,9.192377
280,57.677981,9.088717
281,58.063341,9.165529
282,58.225419,9.421953
283,58.216914,9.510434
284,58.331154,9.809093
285,58.088098,9.163257
286,57.602589,9.543566
287,57.508672,9.538892
288,57.662863,9.295517
289,57.848919,8.821594
290,57.397526,8.444090
291,57.454729,8.600160
292,57.317181,8.427301
293,56.957995,8.863439
294,57.024142,9.056158
295,57.096627,8.966809
296,56.855318,9.162527
297,56.704920,8.896529
298,56.291526,8.464192
299,56.023260,8.290718
300,56.278321,8.301464
301,56.814679,8.185465
302,56.558340,8.202788
303,56.048476,8.606387
304,56.057371,9.012044
305,55.959291,8.675684
306,55.830393,8.931954
307,56.016047,8.855507
308,56.164123,8.842481
309,56.133509,8.482568
310,56.374874,8.079709
311,56.272712,8.030735
312,56.479768,8.360748
313,56.640683,8.378854
314,56.871858,8.473553
315,57.224739,8.226086
316,57.764498,8.255508
317,57.469495,8.343903
318,57.228504,8.010712
319,57.006978,8.008795
320,56.967659,7.989517
321,57.389794,8.098176
322,57.753457,8.169243
323,58.170305,8.906868
324,58.522392,8.803046
325,58.679110,8.933245
326,58.231281,9.255946
327,58.098957,8.969517
328,58.261471,8.824898
329,57.471045,9.116774
330,57.185993,9.016034
331,57.299637,8.906437
332,57.561385,8.878810
333,57.879355,8.745080
334,57.688814,9.269994
335,57.817644,9.323005
336,57.579457,9.349496
337,57.036042,9.280428
338,57.013623,9.271381
339,57.203916,9.287135
340,57.157244,9.115224
341,57.147537,9.137156
342,56.747061,9.469720
343,56.984431,9.074648
344,57.223952,9.259543
345,57.668394,8.998085
346,57.542575,8.881824
347,57.619101,8.496328
348,57.749484,8.136153
349,57.793358,8.384682
350,57.546333,8.748864
351,57.966404,8.238046
352,58.024778,8.217952
353,58.153442,8.082190
354,58.952376,7.564024
355,59.279831,7.663014
356,59.274269,7.826156
357,59.199897,7.734347
358,58.572099,7.601418
359,58.141647,7.703962
360,57.911855,7.246646
361,57.586262,6.824484
362,57.481305,6.581021
363,57.196825,6.694229
364,56.960222,7.211056
365,57.133357,7.258684
366,57.322035,7.152734
367,57.742166,7.090779
368,57.987001,6.822170
369,57.808349,7.052247
370,57.652292,7.391079
371,57.422979,7.608830
372,57.557701,7.494104
373,57.484844,7.312740
374,57.759171,7.094695
375,57.756169,6.389610
376,58.090125,6.355344
377,58.048233,6.159678
378,58.604423,6.453463
379,58.296099,7.014356
380,58.546609,7.330099
381,58.786898,7.305335
382,59.032869,7.779830
383,59.074701,7.850723
384,59.294888,8.181593
385,59.743730,8.181401
386,59.822922,8.213613
387,59.965473,8.413394
388,59.888820,8.289182
389,59.642705,8.976795
390,59.665239,8.589869
391,59.475867,8.249171
392,59.574450,8.427299
393,59.651871,8.191686
394,59.881990,8.063447
395,60.226791,8.014055
396,60.327247,7.630481
397,60.555572,7.979102
398,60.803034,7.945873
399,60.738864,7.998112
400,60.805460,8.010236
401,61.025180,8.040079
402,60.870776,8.333172
403,60.359436,8.536522
404,60.681058,8.914103
405,60.853261,8.585663
406,60.645086,8.674599
407,60.828972,8.966331
408,61.135043,8.975838
409,61.387740,8.438570
410,61.411461,8.786645
411,61.242479,8.971675
412,61.093116,7.958301
413,60.832799,8.070417
414,60.884057,7.833393
415,60.877590,7.918691
416,60.547760,7.515148
417,60.259852,8.138276
418,59.995074,8.556985
419,60.237492,8.342789
420,60.211275,7.705667
421,60.116596,7.398711
422,60.143004,7.416332
423,59.951704,7.443730
424,60.610017,6.918042
425,61.043354,7.426177
426,60.704759,7.442511
427,61.104346,7.366023
428,60.264098,7.612002
429,60.347752,7.964419
430,60.200100,7.872367
431,59.623245,7.816697
432,59.494664,7.926996
433,59.475806,7.874816
434,59.118635,8.138127
435,58.860137,7.957427
436,58.532048,8.256341
437,58.588069,8.723788
438,58.502279,8.563309
439,58.582422,8.208384
440,58.265287,8.017557
441,57.805616,7.854766
442,58.228880,7.748099
443,58.250992,7.903100
444,58.387367,7.681740
445,58.308145,8.213969
446,58.437018,7.826608
447,58.711826,7.728480
448,59.318362,8.226169
449,59.434633,8.032634
450,58.997133,8.023925
451,58.862134,7.950141
452,58.675260,8.283286
453,58.977238,8.120539
