# this data file was made with generate_cvs.tcl
# Chains E,F,G,H are on residues 50-69 of chains A through D (present only in the C8 cage models!)
# Chains I,J,K,L are on residues 10-29 of chains A through D (present in both C4 and C8 cage models)
# this script generates CV's for the shotgun simulation restarts
# [frame, distance along z cordinate of protein (0 is center), distance protein is away from the center of the top of the cage in the plane]
0,65.686762,10.602423
1,65.114494,11.007367
2,65.078139,10.356797
3,64.722568,10.626153
4,64.615372,10.566123
5,64.802650,10.614742
6,65.036688,10.817986
7,65.180491,10.393833
8,65.285893,10.381077
9,64.978519,10.048200
10,64.784155,10.149576
11,64.572274,9.640699
12,64.302836,9.476362
13,64.222330,9.771659
14,63.986333,9.619544
15,64.059995,9.985657
16,64.082200,10.156938
17,64.040754,9.893616
18,64.360611,9.838929
19,64.348910,9.740760
20,63.887316,9.482974
21,63.357494,9.778317
22,63.003553,10.467700
23,62.661788,10.839119
24,62.580267,10.636372
25,62.263431,10.967013
26,61.562639,10.611459
27,62.005182,10.846507
28,62.355720,11.010333
29,62.491992,10.937277
30,62.536792,11.155446
31,62.786420,11.133066
32,62.517054,10.907729
33,62.263967,11.411846
34,62.755085,12.018507
35,62.543372,12.415555
36,62.462270,12.370443
37,62.809849,12.180046
38,62.846861,12.653263
39,62.754756,12.850120
40,62.772067,12.520910
41,63.112501,12.944516
42,62.819612,12.825587
43,62.380926,12.611511
44,62.230257,12.343806
45,61.383906,12.260581
46,60.515965,12.024938
47,59.604872,12.026832
48,59.080722,11.944308
49,58.818603,11.974090
50,58.835297,11.312127
51,58.704035,11.151420
52,58.924069,11.460779
53,58.989176,11.288903
54,59.283038,11.273383
55,59.052082,11.732349
56,59.051114,11.762063
57,59.236423,12.076907
58,59.230287,12.011414
59,59.037466,12.005978
60,59.486222,11.849194
61,59.739200,12.261741
62,59.589667,13.249907
63,59.849216,13.461419
64,59.899935,13.717061
65,60.155496,13.494632
66,60.631821,13.328952
67,60.850316,13.126763
68,60.882624,13.258387
69,60.452717,12.919252
70,60.599386,13.468906
71,61.019152,13.079074
72,61.387348,13.448603
73,61.346126,13.178580
74,61.045306,13.472373
75,60.531543,13.585724
76,59.992426,13.677537
77,59.914330,14.250542
78,60.088041,14.034936
79,60.532949,13.671687
80,60.650856,13.305823
81,61.037238,12.569071
82,61.178778,11.870863
83,61.238288,11.334497
84,61.284554,11.253030
85,61.481857,11.158859
86,61.282972,10.572615
87,61.137522,10.656322
88,61.293395,11.006885
89,61.569246,10.581266
90,61.984564,10.846316
91,62.001162,10.503692
92,61.545411,10.839357
93,61.166295,10.846617
94,61.442364,10.704910
95,62.032569,11.092184
96,62.344137,11.207904
97,62.463142,11.787919
98,62.313232,11.679298
99,62.006983,11.706141
100,62.036892,11.624855
101,61.594216,11.800485
102,61.415589,11.637481
103,61.006669,11.598958
104,61.042895,11.145944
105,60.936374,10.942570
106,61.110434,11.015495
107,60.625243,11.900336
108,60.514986,12.031970
109,60.718686,12.365005
110,61.406864,12.026213
111,61.713120,11.970055
112,61.618261,12.393154
113,62.043876,13.115209
114,62.237575,12.382392
115,62.683726,12.306625
116,62.872784,11.940655
117,63.299983,11.905378
118,62.815737,11.513364
119,62.456323,11.226099
120,62.473787,11.559975
121,62.332927,11.419263
122,62.221493,11.416476
123,62.056776,11.975644
124,61.770784,12.186658
125,61.876838,12.285329
126,61.735641,12.262537
127,61.574358,12.044922
128,61.823600,12.349661
129,61.407034,11.990304
130,61.319559,11.322253
131,61.162095,11.741100
132,60.945725,12.330541
133,61.078123,12.071298
134,61.279123,12.333976
135,60.933808,12.076409
136,60.722727,12.412349
137,60.803281,12.448138
138,60.941664,12.498553
139,60.493251,12.178045
140,60.280479,12.480005
141,60.814373,12.594789
142,60.556769,12.690721
143,60.499707,12.395454
144,60.357169,12.398850
145,60.150792,12.191265
146,60.152334,11.840671
147,60.277980,11.924571
148,60.370290,12.106757
149,60.334295,12.093447
150,60.070218,12.167857
151,59.995116,12.782708
152,59.590917,12.582484
153,59.411922,12.150936
154,59.305431,11.847199
155,59.377345,11.823124
156,58.918038,11.361330
157,58.852554,11.271148
158,58.917434,11.883753
159,58.952694,12.357895
160,58.849490,12.597128
161,58.923567,12.482800
162,58.743393,12.779944
163,58.535407,12.574833
164,58.298196,12.643794
165,58.620228,12.437604
166,58.754557,12.316684
167,58.811657,12.671388
168,58.447814,12.282056
169,58.324043,11.647447
170,58.328148,11.798556
171,58.398644,11.422714
172,58.597208,11.645847
173,58.085415,11.485622
174,57.950355,11.392976
175,57.940545,10.974818
176,58.511851,11.399566
177,58.964118,11.364512
178,59.769215,11.002897
179,59.639213,10.895255
180,59.243095,11.337437
181,59.099480,11.413228
182,58.686360,11.237655
183,58.636540,11.581579
