# this data file was made with generate_cvs.tcl
# Chains E,F,G,H are on residues 50-69 of chains A through D (present only in the C8 cage models!)
# Chains I,J,K,L are on residues 10-29 of chains A through D (present in both C4 and C8 cage models)
# this script generates CV's for the shotgun simulation restarts
# [frame, distance along z cordinate of protein (0 is center), distance protein is away from the center of the top of the cage in the plane]
0,70.663765,10.890104
1,70.309253,10.980079
2,70.403198,11.035363
3,70.587623,11.331563
4,71.012296,10.912347
5,71.242053,10.782894
6,70.641941,11.224695
7,70.716024,10.612809
8,70.442571,10.726825
9,69.911035,10.899339
10,69.887274,11.003653
11,69.572851,10.726805
12,69.809753,11.046224
13,70.015257,10.886669
14,70.213576,11.480989
15,70.038211,11.734561
16,69.720951,12.048209
17,69.770478,11.836599
18,69.247300,11.834447
19,69.379449,11.569639
20,69.662749,11.103024
21,69.269828,11.547227
22,68.906411,11.452258
23,68.767660,10.967984
24,68.242648,11.189765
25,67.790059,11.281992
26,67.957243,10.875510
27,67.854321,10.836936
28,67.710141,10.771166
29,67.620614,11.022880
30,68.273220,10.721651
31,68.106312,10.460928
32,68.230047,10.287219
33,68.424395,10.550837
34,68.415980,10.780313
35,68.075627,11.008432
36,67.649741,11.331836
37,66.963240,10.797686
38,66.456984,10.711078
39,66.117115,10.958638
40,66.092906,11.053080
41,66.632927,11.223363
42,66.503870,11.108232
43,66.782558,10.747389
44,67.220815,10.263944
45,66.976306,10.507901
46,67.115506,10.343098
47,67.349680,10.219525
48,67.063220,10.487004
49,66.931340,11.133396
50,66.682388,11.123578
51,66.363974,11.155006
52,66.396504,11.442031
53,66.077749,11.501020
54,66.120480,11.916150
55,66.475108,11.804149
56,66.594130,11.634415
57,66.663797,11.270082
58,66.564292,11.044860
59,66.466466,11.398222
60,66.120109,10.821391
61,66.332934,10.773957
62,65.826603,11.142717
63,65.547300,11.054176
64,65.374137,11.199122
65,65.187919,11.747773
66,65.518527,11.255886
67,65.609670,11.235423
68,65.295123,11.282566
69,65.203575,11.123407
70,65.353772,10.566037
71,65.185643,10.677994
72,64.710987,10.088115
73,64.316796,10.220472
74,64.209708,10.065781
75,63.586512,10.594893
76,63.159518,10.440049
77,63.234598,10.146022
78,63.311651,10.128299
79,63.765346,10.804704
80,64.175684,10.685227
81,64.257137,10.482970
82,64.163177,11.286735
83,64.733657,11.067613
84,64.642683,10.586503
85,64.221310,10.604536
86,64.135603,10.615084
87,63.767489,10.910146
88,63.370668,10.376668
89,62.881366,10.205772
90,62.557733,10.170354
91,62.463229,9.897370
92,62.011350,9.866523
93,61.456315,10.012366
94,61.604850,9.968177
95,61.253940,9.437376
96,61.103747,9.939753
97,61.701104,9.664087
98,61.763587,9.496205
99,62.118016,9.384904
100,62.181128,9.464236
101,62.270703,9.217299
102,61.997785,9.850336
103,62.310941,9.757301
104,62.508203,9.892927
105,62.148561,9.766379
106,62.214095,10.141578
107,62.413234,10.831624
108,62.742119,10.785362
109,62.738070,10.726786
110,62.631643,11.285006
111,63.404108,11.351282
112,63.469386,10.931285
113,63.608871,10.896922
114,63.811641,10.961563
115,63.395632,11.181900
116,63.064462,10.813870
117,63.100253,10.881040
118,63.170916,11.156028
119,63.452253,11.530359
120,63.457825,11.969581
121,63.539103,11.425063
122,63.242897,11.051605
123,63.279946,10.572722
124,63.239284,10.603338
125,63.014808,11.143458
126,62.842808,11.456308
127,63.096134,11.699097
128,63.259393,12.009875
129,63.385167,11.655025
130,63.812626,11.640394
131,64.262063,11.797520
132,64.077472,11.778757
133,63.944106,11.268116
134,63.517312,11.548475
135,63.404704,11.393657
136,63.109993,11.795983
137,63.107678,11.774396
138,62.807102,11.907360
139,62.497490,12.074042
140,62.016207,12.477814
141,61.890466,12.264910
142,61.662452,12.619006
143,61.719955,12.496665
144,62.098570,12.637231
145,61.941889,12.727565
146,61.961837,12.967776
147,62.055294,13.192380
148,61.972909,13.637162
149,62.169305,13.590685
150,62.310616,13.454568
151,62.119237,13.684730
152,62.427322,14.054649
153,62.453490,14.288852
154,62.780094,14.070503
155,62.933078,13.202591
156,62.748955,13.364243
157,63.241976,13.054310
158,63.673343,13.084233
159,64.289557,12.741188
160,64.886781,12.855071
161,65.102721,12.714277
162,65.291205,12.810119
163,64.768711,13.163887
164,64.970859,13.073508
165,65.452338,13.198950
166,65.139833,13.086700
167,64.792813,13.286495
168,64.579821,13.362279
169,64.266326,13.288368
170,64.842961,13.237227
171,64.907964,12.725979
172,65.294742,12.489542
173,65.771247,12.738761
174,65.671147,13.059571
175,65.861075,12.651007
176,65.381732,12.484849
177,65.065008,12.816943
178,64.750245,12.687759
179,64.421405,12.444188
180,64.284163,12.724333
181,64.167258,12.868844
182,64.363165,12.271535
183,64.699903,11.896929
184,64.934033,12.067059
185,64.943081,11.845907
186,65.142758,11.676274
187,65.403950,11.586499
188,65.295700,11.385557
189,64.809407,11.600811
190,64.424719,11.978750
191,64.323228,12.188300
192,64.143071,12.404737
193,64.660282,12.066003
194,64.627856,12.258598
195,65.168757,12.262624
196,65.777471,11.823178
197,66.069234,11.932994
198,66.491030,12.172543
199,66.570673,12.354303
200,66.607153,12.004424
201,67.059090,12.059223
202,66.783681,11.714368
203,66.572015,11.646568
204,66.260850,11.962399
205,66.413318,11.935640
206,66.659651,12.332259
207,66.709656,12.173708
208,66.179835,12.021062
209,66.457770,12.130480
210,66.376188,12.649654
211,66.013379,12.244774
212,66.448338,11.803964
213,66.712061,11.345639
214,66.910389,11.294815
215,66.669173,10.788582
216,66.482485,10.232743
217,66.328653,10.059296
218,66.709187,10.091572
219,67.090537,9.911314
220,67.368381,9.742005
221,67.308130,10.006948
222,67.358229,10.423213
223,67.293889,10.043144
