# this data file was made with generate_cvs.tcl
# Chains E,F,G,H are on residues 50-69 of chains A through D (present only in the C8 cage models!)
# Chains I,J,K,L are on residues 10-29 of chains A through D (present in both C4 and C8 cage models)
# this script generates CV's for the shotgun simulation restarts
# [frame, distance along z cordinate of protein (0 is center), distance protein is away from the center of the top of the cage in the plane]
0,70.704537,14.896622
1,70.745020,14.766536
2,70.838156,14.738118
3,70.142543,15.069422
4,70.460107,14.333090
5,70.199157,14.346201
6,70.081352,14.436321
7,70.123479,14.796963
8,70.209851,14.541568
9,70.345013,14.529861
10,70.242167,14.049405
11,70.441199,13.431911
12,70.646074,13.226493
13,70.403698,12.592868
14,70.240034,12.725371
15,69.978368,12.924623
16,70.302657,13.214990
17,71.127388,12.277071
18,71.779744,11.890549
19,71.774600,12.214162
20,71.712242,12.295837
21,71.786887,11.856593
22,71.911453,11.754291
23,71.855325,11.743713
24,71.195382,11.317720
25,71.247655,10.788106
26,71.294417,10.658272
27,71.170245,11.171946
28,71.278065,11.362708
29,71.073629,10.896616
30,70.958813,10.767820
31,71.360857,10.549933
32,71.209706,10.192540
33,71.277508,9.744042
34,71.053509,10.517669
35,70.946964,10.286132
36,70.824666,10.389996
37,70.523395,10.529901
38,70.288448,10.187866
39,70.502825,10.288211
40,70.265343,10.421449
41,70.064510,10.483314
42,69.780819,10.181488
43,70.218781,9.879600
44,69.510641,10.252611
45,69.438057,11.030509
46,69.700186,11.216816
47,69.852938,10.966142
48,69.768533,11.265157
49,69.670985,11.432023
50,69.540509,11.406280
51,69.509274,11.491546
52,69.651435,11.139389
53,70.025810,10.509057
54,69.997038,10.553597
55,69.799538,10.549687
56,69.693141,11.369991
57,69.673944,11.538901
58,69.929322,11.959421
59,70.441264,11.975961
60,70.792376,12.750129
61,70.882075,12.771429
62,71.077266,12.495205
63,70.749490,12.929284
64,70.739251,12.905880
65,70.814089,12.832018
66,70.490958,11.808721
67,70.400053,11.375082
68,69.978625,11.615125
69,70.274554,11.367503
70,70.471312,11.781421
71,70.459645,11.952276
72,70.917516,11.669605
73,70.150329,12.363941
74,69.484852,12.317804
75,69.888545,12.018614
76,69.793740,11.311343
77,69.485819,11.163289
78,69.196286,11.212936
79,68.959601,10.931985
80,68.352080,10.822154
81,68.330698,10.266044
82,67.571736,10.590188
83,68.014217,11.065477
84,68.016998,11.544222
85,68.004059,11.816636
86,67.830604,11.803089
87,67.869766,12.458474
88,67.887235,12.311449
89,68.195358,12.531026
90,68.281712,13.096724
91,68.421781,12.125818
92,68.043154,11.672838
93,67.800986,11.369103
94,67.666362,11.319740
95,67.093509,11.146400
96,67.214439,10.746921
97,67.126612,10.567915
98,67.110425,10.493662
99,67.183994,10.686997
100,66.744337,10.545725
101,66.584816,10.603028
102,66.333776,10.505910
103,66.004182,10.690920
104,65.675147,10.817123
105,65.729264,10.633824
106,66.120420,10.341883
107,66.329815,10.347226
108,66.177062,9.901658
109,65.902602,10.041414
110,66.269204,10.507356
111,66.425703,11.000241
112,66.666847,11.061224
113,66.937606,10.720274
114,66.453660,11.259241
115,66.522492,11.719440
116,66.473623,11.879213
