# this data file was made with generate_cvs.tcl
# Chains E,F,G,H are on residues 50-69 of chains A through D (present only in the C8 cage models!)
# Chains I,J,K,L are on residues 10-29 of chains A through D (present in both C4 and C8 cage models)
# this script generates CV's for the shotgun simulation restarts
# [frame, distance along z cordinate of protein (0 is center), distance protein is away from the center of the top of the cage in the plane]
0,75.552674,11.947743
1,75.745122,12.075125
2,75.659326,12.487504
3,75.565274,12.994957
4,75.355023,13.137149
5,75.717785,12.604251
6,75.915839,12.219479
7,75.946729,11.774898
8,76.184225,11.801580
9,76.092426,11.725590
10,76.140134,11.579218
11,76.061634,11.869207
12,76.147498,12.201753
13,75.941897,12.195590
14,75.738438,11.704609
15,75.612819,11.617696
16,75.773366,11.814642
17,75.654875,11.871010
18,75.589610,12.228404
19,75.629070,12.265839
20,75.956166,12.529081
21,76.292465,12.672795
22,76.005320,12.923111
23,75.916754,13.623285
24,75.682594,14.248138
25,76.033574,14.019433
26,76.038931,13.989005
27,76.058612,14.165657
28,75.935776,14.184799
29,75.855693,13.594018
30,75.498992,13.899393
31,75.401057,14.294978
32,75.018409,15.005317
33,74.428515,15.002781
34,74.736399,15.260503
35,74.773648,15.655142
36,74.824655,15.975747
37,75.093077,15.784769
38,75.026862,15.835688
39,75.420495,16.277108
40,75.381011,16.616105
41,75.259933,16.258963
42,75.201401,16.343097
43,75.071844,16.217907
44,74.658144,16.176527
45,74.643363,15.940654
46,74.664924,15.982366
47,74.477033,15.794560
48,74.535832,15.577534
49,74.470193,16.067024
50,74.160206,16.165801
51,74.885166,16.428014
52,75.403744,16.251312
53,75.278888,15.895446
54,74.838365,16.365862
55,75.113881,16.326949
56,75.264902,16.332585
57,75.133098,16.412946
58,75.292935,16.070177
59,74.883114,15.882896
60,74.785145,15.956122
61,74.615326,16.022812
62,74.612421,16.071634
63,74.840861,16.387110
64,74.944753,16.479597
65,75.075647,16.473426
66,74.894430,16.288183
67,74.524652,16.170580
68,74.291349,16.363081
69,74.333935,16.198160
70,73.920699,15.708662
71,73.447168,15.560890
72,73.191717,15.831951
73,72.837177,16.650180
74,73.129363,16.935290
75,73.208921,17.404232
76,73.140472,17.566743
77,73.014431,17.296306
78,73.109619,17.274765
79,72.811228,17.278488
80,72.681622,17.111305
81,72.717330,17.674278
82,73.017329,18.226096
83,72.992821,17.910271
84,72.637975,16.968785
85,71.995640,16.418513
86,71.239333,16.657471
87,70.663101,16.134848
88,70.791748,15.650419
89,70.737068,15.638489
90,71.084097,16.052148
91,71.113969,16.128273
92,70.886118,15.983947
93,70.524446,15.063254
94,70.125934,14.713218
95,69.830159,14.916902
96,69.757600,14.566093
97,69.368077,14.277373
98,69.513375,14.517252
99,69.532006,14.500776
100,69.550963,14.305934
101,69.495967,14.243787
102,70.043671,14.443643
103,69.811578,14.255523
104,69.711967,14.554643
105,69.643788,15.236618
106,69.679506,14.925474
107,69.967114,14.647747
108,69.983192,14.833757
109,70.016208,15.008052
110,70.409166,14.723253
111,70.619443,14.400018
112,70.528982,14.173145
113,70.819136,13.983517
114,70.915930,14.460629
115,70.848012,14.945562
116,70.248357,14.856051
117,70.080073,15.327288
118,70.228833,14.927885
119,70.238348,14.756199
120,70.739563,15.030639
121,70.763625,14.911844
122,70.758356,15.148032
123,70.415596,15.047964
124,70.484949,15.075436
125,70.607338,14.567934
126,70.220916,14.217229
127,69.844957,14.471517
128,69.731143,14.213188
129,70.033144,13.780797
130,69.998353,14.072295
131,69.761000,14.096376
132,69.750982,13.728962
133,69.591690,13.872729
134,69.595287,15.054843
135,69.559305,15.345868
136,70.241835,15.454107
137,70.337129,15.032459
138,69.946340,15.270806
139,69.621738,15.306984
140,69.572395,15.923093
141,69.551304,16.380684
142,69.575769,16.429577
143,69.312480,16.538180
144,69.298984,16.565159
145,69.010490,16.377573
146,68.662728,15.923717
147,69.147495,16.416732
148,69.267982,16.310124
149,68.630695,16.428085
150,68.723889,15.987696
151,68.825643,15.372649
152,68.438007,15.479829
153,68.149212,15.538232
154,68.022180,15.871803
155,67.987703,15.991794
156,67.971990,16.137255
157,68.240769,16.086620
158,68.321906,15.978601
159,68.311110,15.600731
160,68.096515,15.744376
161,67.710668,15.713321
162,67.719193,15.473010
163,67.834437,15.400399
164,67.459927,15.726462
165,67.122922,16.137205
166,66.798647,16.372859
167,66.469232,16.196251
168,66.036730,15.243255
169,65.664834,15.202167
170,65.212447,15.390926
171,65.006078,15.454066
172,65.870949,15.561793
173,66.133733,14.924003
174,65.930250,14.871086
175,66.055296,14.609941
176,66.130984,14.995819
177,66.284356,15.174898
178,66.534005,15.246152
179,66.023480,14.914530
180,65.981714,15.001708
181,65.620435,15.390146
182,66.165966,14.883069
183,66.647337,14.762546
184,66.957846,14.968194
185,66.831485,14.843178
186,67.007412,14.893258
187,66.939313,14.891744
188,67.304340,14.435505
189,67.176091,14.201631
