# this data file was made with generate_cvs.tcl
# Chains E,F,G,H are on residues 50-69 of chains A through D (present only in the C8 cage models!)
# Chains I,J,K,L are on residues 10-29 of chains A through D (present in both C4 and C8 cage models)
# this script generates CV's for the shotgun simulation restarts
# [frame, distance along z cordinate of protein (0 is center), distance protein is away from the center of the top of the cage in the plane]
0,63.921421,9.915977
1,63.584914,9.593822
2,63.366661,9.535935
3,63.271370,9.867128
4,63.023540,9.772189
5,62.968023,9.783124
6,62.804909,10.241615
7,63.261225,10.230763
8,63.576806,10.313831
9,63.876357,10.762048
10,63.914826,10.811975
11,63.852656,10.570349
12,64.121535,10.879570
13,63.979194,11.036066
14,64.523301,10.178542
15,64.309554,9.783331
16,64.196881,10.437418
17,63.852891,10.629054
18,64.029620,10.969654
19,63.977474,11.065441
20,63.581485,11.200128
21,63.236238,11.279684
22,63.934624,11.103829
23,64.082120,10.588854
24,64.190374,10.373154
25,64.516486,10.363084
26,64.910250,9.930492
27,65.356001,9.546621
28,65.246411,9.524555
29,65.107132,9.051829
30,64.830744,9.248688
31,64.815399,9.149172
32,65.333115,8.464681
33,65.650447,8.619662
34,65.594243,9.186087
35,65.180229,9.367049
36,65.012020,10.196368
37,65.002816,10.005417
38,64.857240,10.098772
39,64.630362,10.177390
40,64.478670,9.978759
41,63.950968,9.969393
42,63.583442,10.404378
43,63.266021,10.232105
44,63.147087,9.792758
45,62.921851,9.761731
46,63.078889,9.435535
47,63.112917,9.593463
48,62.808040,9.842615
49,62.194781,10.144575
50,61.669071,10.052782
51,61.673110,10.515998
52,61.986909,10.473247
53,61.822541,10.862129
54,61.504431,11.132762
55,60.910378,10.724345
56,60.413799,10.517506
57,60.138670,10.207143
58,59.920260,10.010369
59,59.715991,10.240002
60,59.665081,11.178467
61,59.270190,11.463874
62,59.466513,11.966734
63,58.954020,11.912213
64,58.697212,11.427502
65,58.644234,11.669339
66,58.889941,11.953181
67,58.473480,12.303292
68,58.475001,12.284201
69,58.733379,12.054945
70,58.983643,11.674003
71,58.951648,11.817351
72,59.009746,11.743025
73,58.930301,11.718602
74,59.106915,11.549559
75,59.491625,11.495996
76,59.577289,11.691216
77,59.570815,11.517766
78,59.294160,11.198054
79,59.240346,11.501141
80,58.762393,11.324110
81,57.986710,11.496835
82,57.981106,11.757275
83,57.962626,11.713782
84,58.123742,11.860421
85,58.359873,11.860250
86,58.795831,11.737839
87,58.708012,11.017599
88,58.436411,10.874557
89,58.373482,10.755901
90,57.901075,10.549050
91,58.099649,10.608846
92,57.803548,11.183696
93,57.930824,10.945343
94,57.534674,11.227951
95,57.450226,11.044491
96,57.474191,11.274123
97,57.433862,11.368798
98,56.952306,11.215852
99,56.733336,11.112445
100,57.022739,10.941167
101,57.262188,11.472636
102,57.247233,11.364249
103,57.639812,10.630679
104,57.823965,10.663335
105,57.947108,10.049807
106,57.928835,9.933447
107,57.953803,9.897213
108,57.610479,9.795306
109,57.833236,9.651032
110,58.197969,9.091901
111,58.066599,8.703472
112,57.811567,8.475291
113,57.636354,8.414994
114,57.898230,8.429522
115,57.780986,8.456592
116,57.665464,8.681498
117,57.674635,9.010865
118,57.146250,8.780049
119,56.273439,8.509969
120,55.483105,8.888408
121,55.262854,9.041242
122,55.160010,9.141943
123,55.540121,9.182848
124,55.128290,9.201789
125,55.045472,8.939959
126,54.945326,8.756390
127,54.605771,8.877054
128,54.926887,9.665074
129,55.308988,9.824996
130,55.478534,9.289569
131,55.430546,9.317044
132,55.313314,9.034814
133,54.808829,9.378573
134,54.478692,9.214723
135,54.142737,9.422311
136,54.272862,9.411934
137,54.171860,9.101473
138,54.292495,8.621571
139,54.576266,8.408644
140,54.821789,8.437090
141,55.266226,8.169180
142,55.576007,8.470727
143,55.888331,8.448132
144,56.150449,8.734482
145,55.787142,9.056434
146,55.766240,9.635294
147,55.649490,9.720238
148,55.654936,9.563827
149,55.714223,9.323202
150,55.814554,9.333072
151,55.831873,9.441357
152,55.662571,10.115108
153,55.707009,10.233630
154,56.108244,10.607711
155,56.356590,11.023997
156,56.335635,10.647707
157,56.423541,10.509056
158,56.876384,10.257426
159,56.817955,10.257901
160,56.881798,10.172269
161,56.940828,10.345129
162,56.833387,10.396578
163,56.746009,10.139756
164,56.919230,9.925667
165,57.056660,9.804474
166,57.600663,10.472535
167,57.559306,11.019566
168,57.721051,11.188320
169,57.857160,11.305265
170,58.029043,11.652817
171,57.979357,11.988767
172,57.705983,12.599496
173,57.202922,12.181293
174,57.174866,12.143822
175,57.054592,12.192461
176,57.317081,11.902278
177,57.047768,11.731251
178,56.223106,11.932598
179,55.858131,12.124054
180,56.064807,12.564891
181,56.050725,12.062014
182,56.286244,11.897652
183,55.889279,11.970221
184,56.004393,11.812442
185,55.739439,12.004911
186,55.499764,12.698314
187,55.154985,12.714080
188,55.074031,13.025898
189,55.027939,12.939715
190,55.097466,12.880903
191,54.666653,12.406706
192,54.668349,12.506341
193,54.436314,12.504386
194,54.235664,12.549792
195,54.256579,11.905492
196,54.029271,11.865390
197,54.355707,11.009811
198,54.319935,11.489337
199,54.508709,12.005613
200,54.451594,12.356896
201,54.718030,12.509901
202,54.632643,12.083947
203,54.942327,11.500443
204,54.949409,11.378091
205,55.163112,11.111449
206,55.341908,10.751479
207,55.825291,10.342420
208,56.416810,10.729744
209,56.247359,11.518782
210,55.986744,12.256110
211,55.935614,12.618180
212,56.102252,12.883082
213,56.143411,13.437289
214,56.171680,13.615361
215,56.257492,13.568531
216,56.613368,13.466749
217,56.943065,13.413832
218,57.214306,13.561395
219,57.543743,13.720521
220,57.411230,13.422433
221,57.089063,13.408275
222,57.241698,13.953943
223,56.655210,14.258993
224,56.637067,14.164708
225,56.709194,14.415168
226,56.767600,14.249939
