# this data file was made with 
# Chains E,F,G,H are on residues 50-69 of chains A through D (present only in the C8 cage models!)
# Chains I,J,K,L are on residues 10-29 of chains A through D (present in both C4 and C8 cage models)
# this script generates CV's for the shotgun simulation restarts
# [frame, distance along z cordinate of protein (0 is center), distance protein is away from the center of the top of the cage in the plane]
0,37.948208,14.620715
1,37.817954,14.953350
2,38.917849,15.216241
3,39.543979,15.319207
4,39.701017,15.038959
5,40.463200,14.447323
6,40.612921,14.201717
7,41.077352,14.180308
8,41.187893,14.370616
9,41.357361,14.314951
10,41.760620,14.085092
11,42.540903,14.285140
12,42.424636,14.875584
13,42.657360,14.880893
14,43.300683,14.817984
15,43.811939,15.006220
16,43.412510,15.045471
17,43.127534,14.819996
18,43.395632,14.663472
19,43.344472,14.860005
20,43.277148,14.598002
21,42.806406,15.018134
22,42.182032,15.445348
23,42.292779,15.701780
24,42.607455,15.738652
25,42.932288,15.460968
26,42.792581,15.344974
27,43.004021,15.197159
28,43.321559,14.722676
29,43.440059,14.921162
30,43.365390,14.815881
31,43.600460,14.715881
32,44.213974,14.926786
33,44.829190,15.121240
34,44.941611,15.270829
35,44.944488,14.450604
36,44.901380,14.295808
37,44.959961,13.852439
38,44.989181,14.403813
39,44.103499,15.214615
40,43.964746,15.380464
41,43.463604,15.421815
42,43.415248,14.682274
43,43.146134,14.576049
44,42.814705,14.528669
45,42.828611,14.724367
46,42.684403,14.835312
47,42.637479,14.680983
48,42.787067,15.115133
49,42.664776,14.811311
50,42.619121,14.630992
51,42.618473,14.873100
52,42.686298,15.248121
53,43.034374,14.785049
54,43.287525,14.722063
55,43.147765,14.371952
56,43.467634,14.587835
57,44.159788,14.748379
58,44.394229,14.979945
59,44.328880,14.837951
60,44.344654,14.379988
61,43.847743,14.085737
62,44.285948,13.713556
63,44.787232,14.233913
64,44.376312,14.702051
65,44.484244,14.964995
66,44.580659,15.159301
67,44.618147,15.424002
68,44.522684,14.909039
69,44.434459,14.510925
70,44.496696,14.256202
