# this data file was made with generate_cvs.tcl
# Chains E,F,G,H are on residues 50-69 of chains A through D (present only in the C8 cage models!)
# Chains I,J,K,L are on residues 10-29 of chains A through D (present in both C4 and C8 cage models)
# this script generates CV's for the shotgun simulation restarts
# [frame, distance along z cordinate of protein (0 is center), distance protein is away from the center of the top of the cage in the plane]
0,65.630671,12.735172
1,65.831235,12.468401
2,66.084208,12.623426
3,66.307251,13.251938
4,66.173395,13.078957
5,66.502261,13.193604
6,66.725472,13.222622
7,65.934851,13.527762
8,65.742558,13.696718
9,65.042874,13.866342
10,64.343629,14.464981
11,64.398344,14.310504
12,64.410370,14.166120
13,64.597189,13.873519
14,64.974492,13.637316
15,65.073971,14.053170
16,65.766150,14.114280
17,66.034418,13.976249
18,66.343571,13.727224
19,66.018084,14.105013
20,65.439046,13.960383
21,65.337737,13.448353
22,65.115649,12.768866
23,65.417063,12.853440
24,65.269930,12.956754
25,65.351561,12.602317
26,65.223455,12.248137
27,65.143164,12.233992
28,65.043071,12.660431
29,64.666256,13.203081
30,64.755750,13.392871
31,64.295734,13.216787
32,64.009893,13.652121
33,63.706780,14.234266
34,63.888099,14.579671
35,64.130036,14.824582
36,64.786480,15.179873
37,64.598266,15.111440
38,64.279665,15.379707
39,64.236693,14.662252
40,64.303991,14.836854
41,64.144717,15.433029
42,64.304716,15.254526
43,64.444969,14.945343
44,64.707389,14.242573
45,64.317989,14.261139
46,64.314377,14.105275
47,63.940604,14.524828
48,63.851912,15.055703
49,64.161179,15.583951
50,64.555945,15.962877
51,64.669703,16.016310
52,64.833791,16.389282
53,64.867731,16.485178
54,64.969921,16.194312
55,65.014212,15.985448
56,65.069239,16.069382
57,64.599247,16.019430
58,64.250282,16.309111
59,64.430208,16.499391
60,64.591501,16.138816
61,64.891942,16.186402
62,64.872617,16.074278
63,64.254040,16.730560
64,64.007843,16.694870
65,64.168767,16.743271
66,64.438066,16.716148
67,64.584842,16.015891
68,64.461904,16.212881
69,64.121709,16.229216
70,64.082375,16.546433
71,63.639089,16.990440
72,63.331459,16.944259
73,63.315778,16.872004
74,63.214281,16.555811
75,62.959566,16.339518
76,63.477699,16.121853
77,63.614351,16.464533
78,64.458138,16.668053
79,64.619785,16.777719
80,64.670407,16.148750
81,64.847305,16.313146
82,65.168033,15.994073
83,65.063261,16.339243
84,65.141330,16.219018
85,65.307248,15.898032
86,65.559913,15.057763
87,65.640566,14.975192
88,65.379082,14.662981
89,65.442046,14.541598
90,65.420988,14.877329
91,65.317766,14.780520
92,64.957733,15.712961
93,64.707711,15.868886
94,64.666304,15.684855
95,64.066906,15.352579
96,64.231859,15.323990
97,64.187784,14.952596
98,63.609130,14.910789
99,63.393758,15.373270
100,63.071061,15.257160
101,62.442892,15.238132
102,62.156721,15.186392
103,62.009251,15.494829
104,61.912255,15.994889
105,62.261575,16.105931
106,62.227427,15.905577
107,62.407953,15.868121
108,62.477911,16.267577
109,62.488980,16.130178
110,62.722612,15.784439
111,62.987694,15.741247
112,63.541773,15.865498
113,64.028499,15.732930
114,64.114476,15.826709
115,63.987904,15.707524
116,64.225860,15.545501
117,63.674084,16.158260
118,63.584818,16.465186
119,63.825380,16.091326
120,63.652902,16.190247
121,63.874955,16.254573
122,63.479497,16.432756
123,63.995354,16.469129
124,63.990123,15.987949
125,64.045000,16.108242
126,64.103007,15.899092
127,64.195754,16.329938
128,64.431518,16.756860
129,64.474445,16.445853
130,64.622787,16.373831
131,64.478166,16.298503
132,64.213197,16.259547
133,64.187892,16.407857
134,64.275904,16.148389
135,64.049780,15.614704
136,64.440994,15.351582
137,64.483230,15.526164
138,64.497385,15.271882
139,64.719841,14.888374
140,64.971802,14.956013
141,65.072313,15.089621
142,64.919753,14.689532
143,64.510549,14.197249
144,64.607971,13.807490
145,64.520876,14.194645
146,64.349504,13.935965
147,64.340311,13.484078
148,64.279647,13.992439
149,64.556184,14.299615
150,64.937009,14.636037
151,65.097822,15.119429
152,65.584233,15.080255
153,65.219529,15.312061
154,65.255257,15.022859
155,65.234754,14.626583
156,65.660244,14.184996
157,65.786550,13.835178
158,65.568982,13.693214
159,65.246311,13.589732
160,64.862171,13.732135
161,64.625392,13.423004
162,64.414225,13.276394
163,64.504770,12.929817
164,64.437780,12.581724
165,64.332731,12.685685
166,64.130594,13.223911
167,63.658868,13.398875
168,63.743014,13.296423
169,63.666993,13.619753
170,63.985787,13.844025
171,63.863753,13.349421
172,63.956066,13.466340
173,64.232302,13.566648
174,64.167941,13.481762
175,64.503024,13.524268
176,64.881264,13.862996
177,65.427314,14.062749
178,65.558798,14.255768
179,65.476809,14.253756
180,65.713881,13.898805
181,65.785366,14.036487
182,65.925914,13.949885
183,66.055436,14.244984
184,66.053182,14.321312
185,66.423102,14.418602
186,66.493060,14.685622
187,66.799001,14.549652
188,66.632438,14.301563
189,67.066488,14.191227
190,66.828693,14.700376
191,67.138470,14.006161
192,66.691406,14.024234
193,66.435464,14.254756
194,66.219809,14.052719
195,66.326639,13.727918
196,66.861950,13.349310
197,67.021694,12.491448
198,66.368728,12.866542
199,65.896244,12.847246
200,65.915837,13.170395
201,65.818487,13.678670
202,65.325306,13.680147
203,64.640361,13.901940
204,64.302764,13.725174
205,64.434045,14.138228
206,64.094843,14.034257
207,63.983065,14.259050
208,64.079814,13.728533
209,63.687914,13.874603
210,63.035692,14.018878
211,62.980190,13.372886
212,63.183271,13.112151
213,63.289505,12.827294
214,62.982411,13.020080
215,62.536185,12.517263
216,62.649874,12.793079
217,62.411305,12.761871
218,62.534916,12.258880
219,62.680433,11.928684
220,63.167711,12.221608
221,63.420903,12.624881
222,63.132539,12.672495
223,62.679673,12.644199
224,62.754958,12.143390
225,63.516048,12.088392
226,63.733020,11.847455
227,63.721612,11.641109
228,63.597629,11.271527
229,63.208137,10.861108
230,63.477350,10.434804
231,63.395090,10.146979
232,63.075302,10.534973
233,63.332646,10.898354
234,63.164890,10.571356
235,63.572162,10.765987
236,63.725762,10.709476
237,63.461110,10.993820
238,63.583472,10.731295
239,63.306775,10.739523
240,62.870239,10.769340
241,62.708443,10.353819
242,62.550664,10.795111
243,62.482592,11.290191
244,62.480946,11.852119
245,62.640681,11.987145
246,62.885617,12.453374
247,63.142965,12.529705
248,63.066693,12.528509
249,62.560973,12.595406
250,62.062053,12.629688
251,62.429424,12.523269
252,62.848003,12.123743
253,63.209695,12.026066
254,63.081911,12.407389
255,63.285510,12.490367
256,63.411480,12.155250
257,63.167217,12.397749
258,63.324126,12.113699
259,63.146015,12.240120
260,63.155877,11.818374
261,63.049654,11.966422
262,62.443898,11.897243
263,62.164204,11.795088
264,61.929500,12.077240
265,61.992073,11.765515
266,61.935151,12.327762
267,61.891109,12.265975
268,61.808611,12.190412
269,61.828093,12.701084
270,61.527917,12.206746
271,61.038520,12.003062
272,61.219119,12.193848
273,61.032856,12.354237
274,61.118083,12.160203
275,60.864014,12.107580
276,60.530867,12.506406
277,60.735842,12.566749
278,60.396507,13.071957
279,60.058388,13.088270
280,59.863851,12.716437
281,59.850499,12.828319
282,59.980370,12.452805
283,59.977082,12.626447
284,60.074207,12.811708
285,59.865058,12.738283
286,60.140380,12.925874
287,60.267607,12.676724
288,60.406954,13.155969
289,60.126683,13.172802
290,60.292424,13.576776
291,60.992786,13.354307
292,61.070272,13.084441
293,60.907157,13.033690
294,60.764920,13.024903
295,60.474161,12.654036
296,60.910593,12.074560
297,61.008463,11.783902
298,60.935305,11.471046
299,61.045185,11.612234
300,61.114163,11.337409
301,60.997164,11.535075
302,60.848613,11.987574
303,60.586040,12.251664
304,60.850294,12.362630
305,60.621421,12.582478
306,60.638176,12.428618
307,61.201802,11.727236
308,61.577988,11.366112
309,61.601871,11.724962
310,61.884959,12.303807
311,61.987084,12.456601
312,61.826638,12.082248
313,61.756766,11.947169
314,61.644234,12.262653
315,61.617192,12.617325
316,61.772817,12.192922
317,62.501915,12.315414
318,62.751970,13.024626
319,62.917574,12.994576
320,63.168206,13.033497
321,63.436455,12.837350
322,63.578542,12.857203
323,63.595337,13.348797
324,64.631186,12.987444
325,64.921104,12.969833
326,64.573753,12.321773
327,64.322883,12.600272
328,64.051788,13.149956
329,63.844050,13.063089
330,63.423827,13.012625
331,63.031676,12.311778
332,62.994655,12.130600
333,62.731329,12.682788
334,62.173930,12.270131
335,61.946721,12.291058
336,61.839875,12.045973
337,62.006367,12.328930
338,61.618940,12.340177
339,61.508010,12.471536
340,61.735166,12.042730
341,61.002017,12.251908
342,60.615718,12.188940
343,60.160145,12.832164
344,60.176101,13.059772
345,60.251351,13.516299
346,60.392379,13.943813
347,60.418100,14.309638
348,60.376514,14.614216
349,60.195530,15.128141
350,60.597245,15.060738
351,60.532458,14.952857
352,60.169662,14.802955
353,60.073647,14.812986
354,60.277765,14.660159
355,60.388519,14.338037
356,60.848788,14.172117
357,60.575100,14.556285
358,60.124622,14.365052
359,59.923683,14.340090
360,60.115337,14.023157
361,60.674258,13.851969
362,60.833985,13.872421
363,60.643696,13.648659
364,60.571952,13.526881
365,60.754770,13.261549
366,61.063610,13.585327
367,60.792011,13.770330
368,61.305939,13.359362
369,60.773703,13.372985
370,61.048105,13.231974
371,61.224860,12.537210
372,61.165034,12.675326
373,60.893356,12.227682
374,60.901156,12.098747
375,60.879264,12.397195
376,60.828286,12.603580
377,60.624809,12.642125
378,60.091643,12.632189
379,59.826462,12.238742
380,59.681652,11.724721
381,59.386513,12.084950
382,59.358762,11.988282
383,59.322021,12.096540
384,59.429648,12.002698
385,59.526370,11.825115
386,59.630458,12.316009
387,59.642618,12.141269
388,59.265035,12.909288
389,59.116403,13.318895
390,58.786951,13.226668
391,58.686625,13.370348
392,58.507402,13.206526
393,57.824497,13.672320
394,57.767904,13.088279
395,57.266650,12.920230
396,56.931240,12.724338
397,57.041356,12.250203
398,57.002997,12.054263
399,56.972255,12.071198
400,56.870278,12.146810
401,56.557496,12.191175
402,56.794255,12.599478
403,56.759513,12.766573
404,56.854011,13.092753
405,57.336849,12.869309
406,57.529592,12.895684
407,57.715768,12.887348
408,57.513947,12.620686
409,57.301481,12.741743
410,57.351562,13.216210
411,57.016503,13.294128
412,57.013237,13.025872
413,56.301106,12.808262
414,56.297139,12.484810
415,56.162823,12.900128
416,56.854663,12.676128
417,57.033388,12.797719
418,56.495981,13.704704
419,55.872338,14.312108
420,56.357615,14.136567
421,56.839623,13.466511
422,56.992690,13.499344
423,56.724111,13.724434
424,56.700179,14.326642
425,57.178842,14.245795
426,57.674627,13.991023
427,57.639581,14.099229
428,57.338588,14.039211
429,57.784321,13.958266
430,57.782581,14.823151
431,57.288056,14.161236
432,57.419920,13.451180
433,56.892362,13.449350
434,57.299217,13.187587
435,57.427937,13.305965
