# this data file was made with generate_cvs.tcl
# Chains E,F,G,H are on residues 50-69 of chains A through D (present only in the C8 cage models!)
# Chains I,J,K,L are on residues 10-29 of chains A through D (present in both C4 and C8 cage models)
# this script generates CV's for the shotgun simulation restarts
# [frame, distance along z cordinate of protein (0 is center), distance protein is away from the center of the top of the cage in the plane]
0,79.261493,10.212699
1,79.137280,10.961880
2,78.938225,11.230510
3,78.461239,10.907251
4,77.990779,11.329592
5,78.241165,11.305584
6,77.699913,11.491704
7,77.019882,11.531244
8,77.039265,11.401622
9,77.228831,11.261560
10,77.673598,10.971847
11,78.209687,10.388013
12,78.030280,10.208098
13,78.381102,10.337870
14,78.436366,10.884878
15,78.169313,10.869944
16,78.087016,10.489386
17,77.586573,10.720734
18,77.514580,10.852099
19,77.119063,11.301626
20,77.005131,11.296895
21,77.033913,10.962014
22,76.894622,10.784633
23,77.068456,10.719100
24,76.963595,11.195156
25,77.187882,11.554112
26,77.284677,10.835757
27,77.286016,10.373345
28,77.462730,10.889416
29,77.407769,11.097414
30,77.479383,11.282414
31,77.511221,10.929720
32,77.262997,10.763233
33,77.655231,10.191647
34,77.294899,9.826854
35,76.755031,10.136243
36,76.668107,10.456952
37,76.549549,9.927536
38,76.695718,9.600058
39,76.604005,10.065251
40,76.233934,9.732755
41,76.013193,9.605836
42,76.016090,8.898682
43,75.921067,8.849794
44,75.999304,8.845323
45,75.964274,9.454919
46,75.366226,10.038344
47,75.174532,10.993842
48,75.380676,10.853352
49,75.217164,10.693814
50,75.174252,10.978757
51,75.131262,11.054934
52,74.903097,10.885459
53,75.168653,10.827826
54,75.364362,10.567880
55,75.145010,10.406718
56,74.987776,10.588167
57,74.279305,10.594822
58,74.132413,10.457836
59,74.363211,10.156165
60,74.317559,9.960044
61,73.966510,9.994618
62,73.770438,9.815955
63,73.248701,9.421610
64,72.683878,8.716294
65,72.453295,8.943193
66,71.922569,9.199383
67,71.686336,9.257972
68,71.762245,9.982843
69,71.636619,9.940661
70,72.409096,9.653144
71,72.910106,9.545857
72,73.304544,9.220571
73,73.780649,9.204413
74,73.916813,8.798220
75,74.129740,8.495676
76,74.043241,8.729069
77,73.770380,9.088966
78,73.217767,8.340614
79,73.047594,8.211114
80,72.849604,7.857595
81,73.322211,8.149884
82,73.585117,7.761570
83,73.372164,7.805885
84,73.707344,7.723546
85,74.076696,7.820166
86,74.268123,7.786464
87,74.600878,8.549541
88,74.835250,8.526663
89,74.895193,8.623871
90,75.280055,7.983715
91,74.978747,7.640617
92,75.273837,7.828403
93,75.448639,7.582652
94,75.462849,7.523934
95,75.748314,8.122791
96,75.796134,8.765368
97,75.896407,8.998596
98,75.701849,8.556558
99,75.482080,8.749150
100,75.151371,8.786542
101,75.096417,8.460153
102,75.043403,8.334639
103,75.046154,8.714269
104,74.950618,8.472786
105,75.258061,9.453526
106,75.259074,10.116530
107,75.302175,10.757638
108,74.955274,10.831857
109,75.234509,11.191899
110,75.431329,11.467427
111,75.620061,10.826959
112,75.022744,11.134161
113,75.248293,11.433373
114,75.240921,11.695284
115,74.999096,11.798772
116,74.726333,11.619779
117,74.644544,11.601429
118,74.846278,11.670256
119,74.745616,11.371913
120,74.669755,11.492154
121,74.640523,11.658137
122,74.350943,11.485033
123,74.280403,11.482490
124,74.133314,11.620113
125,74.012879,12.256218
126,74.149800,12.329877
127,74.451825,12.212560
128,74.321709,11.864408
129,74.165788,11.474038
