# this data file was made with generate_cvs.tcl
# Chains E,F,G,H are on residues 50-69 of chains A through D (present only in the C8 cage models!)
# Chains I,J,K,L are on residues 10-29 of chains A through D (present in both C4 and C8 cage models)
# this script generates CV's for the shotgun simulation restarts
# [frame, distance along z cordinate of protein (0 is center), distance protein is away from the center of the top of the cage in the plane]
0,57.708553,7.591294
1,57.384236,7.194340
2,57.682036,7.053712
3,58.015177,6.610469
4,58.116219,6.598561
5,57.944755,6.579565
6,57.918386,6.582487
7,58.144701,6.404085
8,58.006715,6.666847
9,57.821734,7.159643
10,57.875673,7.192484
11,58.112109,7.625965
12,58.334497,7.595907
13,58.196051,7.754325
14,57.921373,7.857697
15,58.062029,7.924867
16,58.331393,8.292345
17,58.211827,7.940450
18,58.101117,7.404618
19,57.669576,7.222768
20,57.670661,7.125213
21,58.025664,7.052091
22,57.839489,6.968950
23,57.946818,6.507275
24,57.494027,5.731529
25,57.283180,5.235503
26,57.373369,5.282812
27,57.163724,5.629144
28,57.086161,5.933273
29,56.695610,6.290711
30,57.339707,6.654952
31,57.497822,7.132310
32,57.014204,6.975739
33,56.631501,7.082536
34,56.281218,6.972543
35,56.219882,6.897428
36,56.166923,6.908365
37,55.875313,6.904286
38,56.007858,7.510222
39,56.148935,8.028621
40,56.634554,8.205496
41,56.665225,8.273441
42,57.006731,8.549785
43,56.986783,8.211712
44,56.953241,8.079239
45,57.069836,7.653097
46,56.864136,7.382552
47,56.904773,7.511307
48,57.158138,7.595299
49,57.370091,7.365918
50,57.662241,7.192195
51,58.018684,7.279868
52,57.915836,7.127230
53,57.443611,7.323414
54,57.516088,7.521071
55,57.757706,7.321464
56,57.614423,7.123051
57,57.222909,7.344589
58,57.553101,7.125999
59,57.368938,7.209235
60,57.528595,6.982593
61,57.322208,7.104835
62,57.316806,6.958934
63,57.352402,6.949908
64,58.146857,6.489858
65,58.266889,6.896580
66,58.042073,7.156293
67,58.030080,7.171677
68,58.362021,7.272207
69,58.594151,6.922892
70,58.166444,7.147327
71,57.498121,6.471301
72,57.367474,5.843371
73,57.630165,5.774796
74,57.545996,5.749931
75,57.641650,5.754794
76,57.572489,5.836850
77,57.772317,5.464028
78,58.145658,5.296874
79,58.218045,4.999630
80,58.274027,5.243215
81,58.745894,5.024971
82,58.813321,5.326792
83,59.013169,4.897181
84,58.797668,4.929330
85,58.687165,5.230282
86,58.446011,5.410091
87,58.485187,5.319319
88,58.568614,5.460119
89,58.937106,5.250137
90,59.683087,5.148338
91,59.994434,5.555945
92,59.964148,5.677214
93,60.237733,6.064066
94,60.210856,5.746526
95,60.153973,6.053614
96,60.129300,5.969640
97,60.224006,6.122753
98,60.306766,6.085831
99,60.399913,5.973689
100,60.011568,6.153701
101,59.543722,6.244953
102,59.311773,5.765828
103,59.838436,5.934510
104,59.935461,5.986321
105,60.144440,6.106815
106,60.011496,6.393964
107,60.001997,6.621400
108,59.378860,6.935827
109,58.925942,6.841743
110,58.621140,7.203664
111,58.214646,7.756651
112,58.068588,7.640482
113,57.953198,7.594956
114,57.604401,7.257944
115,57.116613,6.663956
116,56.790035,6.705003
117,56.240046,6.541377
118,56.276027,6.357767
119,56.069221,6.480950
120,55.810987,5.924895
121,55.398947,6.606530
122,54.990586,6.459945
123,55.037352,6.372577
124,54.560165,6.308150
125,54.380575,5.904145
126,54.239712,5.857587
127,54.292678,5.594123
128,54.779238,5.068836
129,54.909368,5.086633
130,55.338610,4.803397
131,55.797005,4.657923
132,56.078548,4.637531
133,56.383501,4.738722
134,56.422305,4.924709
135,56.594266,4.975718
136,56.079583,4.778146
137,55.872159,4.834179
138,56.022958,4.967719
139,56.255872,4.705350
140,56.470764,4.624382
141,57.383783,4.882067
142,57.034588,4.957428
143,57.182066,4.746062
144,56.961578,4.483067
145,57.099831,5.148496
146,57.423156,5.032755
147,57.705831,5.871013
148,57.445106,6.113168
149,57.614191,6.178617
150,57.482437,6.383863
151,57.527584,5.561826
152,57.718712,5.530698
153,57.634284,5.596364
154,57.589372,5.399867
155,57.576269,5.255326
156,57.481731,5.401229
157,57.565729,5.613703
158,58.189557,6.108579
159,58.644128,5.855733
160,58.855119,4.956492
161,58.450244,4.851260
162,58.323282,5.157265
163,58.264750,4.984593
164,57.862991,5.377797
165,57.842131,5.581578
166,57.657412,5.288146
167,57.704732,5.252783
168,57.673119,5.855901
169,57.801929,5.954513
170,58.172191,5.774499
171,58.429073,5.964495
172,58.993376,6.548369
173,59.446871,7.018790
174,59.454851,6.633972
175,59.470485,6.622698
176,59.962553,6.627549
177,60.468367,6.399853
178,60.789942,6.913150
179,60.571573,6.657277
180,60.470159,6.605325
181,60.362347,6.495681
182,60.525263,6.716021
