# this data file was made with 
# Chains E,F,G,H are on residues 50-69 of chains A through D (present only in the C8 cage models!)
# Chains I,J,K,L are on residues 10-29 of chains A through D (present in both C4 and C8 cage models)
# this script generates CV's for the shotgun simulation restarts
# [frame, distance along z cordinate of protein (0 is center), distance protein is away from the center of the top of the cage in the plane]
0,81.409828,7.681642
1,81.409828,7.681642
2,80.138033,8.055557
3,80.389348,7.882198
4,80.767341,8.483195
5,81.202455,8.710520
6,81.656681,9.243722
7,81.661042,9.645392
8,81.688006,10.232620
9,81.603898,9.893498
10,81.695865,9.171280
11,82.013951,8.784716
12,82.043561,9.109165
13,81.876513,9.614924
14,81.998249,10.147744
15,82.517811,10.578631
16,82.785544,10.118163
17,83.164086,10.077714
18,83.790735,9.965037
19,84.260629,10.356897
20,84.416126,10.694616
21,84.786442,10.356582
22,84.973150,11.500001
23,85.022868,11.121437
24,84.960344,11.221179
25,84.952310,10.853921
26,84.977037,10.482497
27,85.156620,10.934668
28,85.328453,10.622329
29,84.951999,10.311256
30,84.861462,10.466368
31,84.216995,10.150784
32,83.573722,10.416958
33,83.688950,10.404276
34,83.423141,10.183372
35,83.606491,9.814650
36,84.398218,9.806325
37,84.899233,10.022741
38,84.799335,11.073444
39,84.658164,10.909324
40,84.863057,10.254674
41,84.836911,10.510133
42,84.818227,10.109684
43,84.621017,10.400733
44,84.420175,9.534150
45,84.364637,9.421498
46,84.666748,9.814481
47,84.198145,10.151546
48,84.349248,10.317204
49,84.766513,10.730282
50,85.148881,10.532004
51,85.390263,11.005054
52,85.309409,11.443426
53,84.997314,11.061164
54,84.736442,10.644088
55,85.194242,11.096768
56,85.408126,11.104717
57,85.338967,11.491025
58,85.031497,10.889603
59,85.320629,10.633823
60,85.328592,10.153789
61,85.430633,9.877353
62,85.505702,9.329937
63,85.228186,9.353000
64,85.327709,9.164151
65,85.505173,9.582043
66,85.280909,9.986528
67,85.530432,10.660708
68,85.908403,11.026748
69,85.837542,10.297957
70,85.675580,10.912044
71,85.961620,10.981014
72,86.522923,11.392489
73,86.632834,11.109590
74,86.695003,10.152072
75,86.453093,9.906959
76,86.427148,9.441024
77,86.174828,9.770560
78,86.443384,10.123513
79,86.428876,10.871932
80,86.577652,10.438439
81,86.348301,10.370703
82,86.479101,10.315095
83,86.842706,10.334344
84,87.113225,10.827027
85,87.240325,11.295137
86,87.881014,11.732251
87,87.767898,11.940077
88,87.950572,11.561074
89,88.102653,11.236275
90,88.351520,11.652598
91,88.760342,11.548619
92,88.624661,11.277492
93,88.737680,10.478518
94,88.892187,9.946726
95,88.634202,10.540670
96,88.646101,10.779092
97,88.729297,11.186364
98,88.914265,11.339022
99,88.739265,12.154633
100,89.049296,11.875134
101,88.484427,12.246951
102,87.789849,12.461955
103,87.404777,12.840349
104,87.191627,12.068257
105,87.032171,11.417162
106,86.600850,10.715009
107,87.106695,10.871341
108,87.742045,11.142924
109,88.431658,11.285821
110,88.471347,10.582359
111,88.401382,10.868300
112,88.453156,10.939375
113,88.321356,10.505525
114,88.161262,10.462033
115,87.947092,10.775430
116,87.920000,11.018652
117,87.548550,11.568027
118,87.332560,11.701200
119,87.558521,12.582448
120,87.595897,12.801096
121,87.303378,12.705526
122,87.085725,12.409685
123,87.230039,12.458474
124,87.071888,12.794470
125,87.292179,12.834566
126,87.141614,12.569099
127,86.677975,12.927810
128,87.016727,13.039215
129,87.840619,13.477973
130,87.862516,12.943101
131,87.643543,13.037485
132,87.373212,12.904198
133,87.214661,13.969444
134,87.327036,14.092635
135,87.414106,13.181788
136,87.060897,12.915473
137,87.080029,12.709032
138,87.308858,12.767975
139,87.430701,12.467420
140,87.317407,12.594157
141,87.209632,12.325634
142,86.949173,12.629500
143,86.992985,12.698344
144,87.373255,12.856577
145,87.281583,13.090499
146,87.384133,12.592496
147,87.204676,12.380772
148,87.219545,12.663823
149,87.815111,13.364608
150,87.880145,12.823588
151,87.650506,12.734408
152,87.848850,12.408534
153,87.592857,12.642185
154,87.663690,12.324489
155,87.399406,11.647696
156,87.053560,10.943285
157,87.556796,10.533908
158,87.636825,10.978833
159,87.882398,10.573322
160,88.031659,10.586341
161,88.006610,10.936796
162,87.803374,10.289415
163,87.062146,10.668627
164,86.716691,10.835371
165,86.273370,10.637157
166,86.259675,10.351901
167,86.120765,9.962358
168,86.090019,9.527551
169,86.128117,9.823212
170,86.109391,10.097882
171,86.538695,9.915469
172,86.576336,8.917880
173,86.112163,8.475330
174,86.237285,8.291596
175,86.339900,7.825435
176,86.265010,7.652307
177,86.433908,7.938506
178,86.420497,8.014909
179,86.118184,7.469177
180,86.034355,7.141771
181,85.599602,7.507738
182,85.626229,7.435366
183,85.905632,8.069238
184,85.950063,8.648125
185,86.003326,8.429069
186,85.994902,8.317883
187,86.420827,7.594014
188,86.645830,7.452082
189,86.864225,7.322382
190,87.127720,7.487761
191,87.016244,7.016693
192,86.895582,7.386169
193,87.017966,6.270582
194,87.157564,6.271092
195,87.108808,6.357552
196,87.598978,6.782623
197,87.673141,6.257617
198,87.450641,6.062849
199,87.642199,6.348087
200,87.694437,6.047260
201,88.133642,6.189159
202,88.197899,5.941083
203,88.322605,6.069977
204,87.937480,5.594954
205,87.563921,5.360463
206,87.176304,5.525873
207,87.316227,5.422401
208,87.130526,6.516286
209,87.073985,6.451814
210,87.171764,5.918426
211,86.823368,6.477935
212,86.582327,6.142634
213,86.704386,5.672028
214,86.536413,5.633540
215,86.679233,5.990556
216,87.078107,5.661992
217,87.171145,5.867649
218,86.898138,6.325296
219,87.060315,6.415057
220,87.313135,6.652368
221,87.418006,7.604879
222,87.270152,8.341629
223,87.161583,7.738609
224,87.397722,8.098727
225,87.156317,8.154795
226,87.295933,8.360082
227,87.654336,7.380676
228,87.829604,7.252816
229,88.276282,7.432731
230,88.420651,7.505265
231,88.367172,8.029297
232,88.365769,8.361662
233,88.920331,8.259206
234,89.103777,8.912679
235,89.619523,9.159756
236,89.938096,8.766330
237,89.711757,8.745691
238,89.938559,8.882430
239,90.168907,9.010105
240,90.476468,9.160475
241,90.206445,9.475578
242,90.128397,9.399352
243,90.087224,9.456377
244,89.485078,9.498210
245,89.274595,9.343596
246,89.444514,9.666342
247,89.305017,9.681634
248,89.316399,10.149327
249,89.237946,10.830357
250,89.491076,11.648580
251,89.113156,11.395520
252,88.945783,11.888643
253,88.349919,11.596252
254,88.224287,10.404276
255,87.517063,10.631939
256,87.347204,10.887320
257,87.359859,10.644946
258,86.841432,9.905917
