# this data file was made with generate_cvs.tcl
# Chains E,F,G,H are on residues 50-69 of chains A through D (present only in the C8 cage models!)
# Chains I,J,K,L are on residues 10-29 of chains A through D (present in both C4 and C8 cage models)
# this script generates CV's for the shotgun simulation restarts
# [frame, distance along z cordinate of protein (0 is center), distance protein is away from the center of the top of the cage in the plane]
0,75.627578,10.903362
1,75.236272,11.119783
2,75.302107,10.784926
3,75.297443,10.788428
4,75.413581,11.260135
5,75.502795,12.174409
6,75.554715,11.863962
7,75.327117,12.506689
8,75.393301,12.298065
9,75.263851,12.573812
10,75.544807,12.744239
11,75.924441,13.096376
12,76.217845,13.050334
13,76.167760,12.870040
14,75.992119,12.858197
15,75.890710,13.145672
16,75.866687,13.125595
17,75.719291,12.888843
18,75.678880,12.720429
19,75.600565,12.826782
20,75.857728,12.477028
21,75.886562,12.381128
22,75.866320,12.093017
23,75.710985,12.093257
24,75.810817,11.833161
25,76.113013,11.341655
26,76.160774,10.941751
27,76.261445,11.642642
28,76.407460,11.070415
29,76.256390,10.875218
30,76.303246,10.194671
31,76.464316,10.867860
32,77.164864,10.305618
33,76.816081,10.007851
34,76.433017,10.047897
35,75.929043,9.589238
36,76.039822,9.620056
37,75.695264,9.441032
38,76.046367,8.646579
39,76.008818,8.472492
40,76.023329,8.361379
41,76.352317,8.352570
42,76.481846,8.631886
43,76.323781,8.500178
44,75.944558,8.744706
45,75.571734,8.783819
46,75.578119,8.491855
47,75.407858,8.664503
48,74.973353,8.647964
49,75.221648,8.181489
50,74.939564,7.729780
51,74.966182,7.610979
52,74.829892,7.301071
53,74.600754,7.131419
54,74.367267,7.212444
55,74.248543,8.033356
56,74.238197,8.648941
57,74.172885,8.803865
58,74.715047,9.566577
59,74.906964,9.408924
60,74.980593,9.592150
61,75.105757,9.831323
62,75.455059,9.614015
63,76.004858,10.382358
64,76.782833,11.015970
65,76.434066,10.888802
66,76.241430,10.615606
67,76.685755,11.328028
68,76.733861,11.280894
69,76.514841,10.864737
70,76.469217,10.780508
71,76.393780,11.097161
72,76.729563,11.722612
73,76.392606,12.255761
74,76.349583,12.047162
75,75.827188,12.490146
76,75.844576,12.488358
77,75.935397,12.814742
78,76.218340,12.277175
79,76.040342,11.588179
80,76.078632,11.117870
81,75.869932,10.676248
82,75.898550,10.985013
83,75.788316,10.996888
84,76.108712,10.483908
85,76.035470,10.312705
86,75.962032,11.201739
87,75.130063,11.277033
88,75.206163,11.236527
89,75.502564,11.199949
90,75.651140,10.746904
91,75.202581,11.060748
92,74.862388,11.639499
93,75.483530,10.786662
94,75.597593,10.508535
95,75.597415,10.591472
96,75.785605,10.004878
97,75.083178,9.322186
98,74.976071,9.370684
99,74.530532,10.287831
100,74.384152,10.723514
101,74.352834,10.914928
102,74.341544,11.417986
103,74.644681,10.954646
104,74.520191,10.328173
105,74.526593,10.534745
106,74.565165,10.080362
107,74.882230,10.101339
108,74.873993,9.268970
109,74.568278,9.434398
110,74.189346,9.697200
111,73.888617,10.176949
112,73.837988,10.620673
113,73.493674,10.436936
114,73.474913,11.020005
115,73.519843,11.444115
116,73.217991,11.612031
117,72.625694,11.752651
118,72.823904,12.068852
119,72.577143,12.429391
120,72.503672,12.111825
121,72.281320,11.852138
122,72.177225,11.869142
123,72.133243,11.754907
124,72.580799,11.677044
125,72.818687,12.042592
126,72.948749,11.814549
127,73.212375,11.905966
128,73.875108,12.609273
129,73.249266,12.386061
130,73.648851,12.479656
131,73.705818,12.182292
132,73.846067,12.356086
133,73.920826,11.967111
134,73.808982,11.448666
135,72.679573,11.496836
136,72.006010,11.748641
137,71.545405,11.729659
138,71.364579,11.719514
139,71.329838,11.879124
140,70.900273,11.598047
141,70.628609,11.668453
142,70.278882,11.557531
143,70.186552,11.448686
144,70.256965,11.506536
145,70.349198,11.704610
146,70.422583,11.633320
147,70.044747,11.677169
148,69.991341,12.176869
149,69.768313,12.046624
150,69.581645,12.191259
151,68.951668,12.388876
152,68.785682,11.793394
153,68.466601,12.025478
154,68.039026,12.095117
155,68.180457,12.614439
156,68.213323,12.837802
157,67.826864,13.039995
158,67.609328,13.345620
159,67.088328,13.498269
160,67.562736,13.408835
161,67.376082,13.268385
162,67.725021,13.090121
163,67.964655,13.091957
164,67.998276,13.072877
165,68.063545,13.524925
166,68.261000,13.803646
167,68.284387,14.052174
168,68.344711,13.597000
169,68.236155,13.635807
170,68.722853,13.559617
171,68.774057,13.557283
172,69.262546,13.060815
173,69.159235,12.849025
174,68.868322,12.731372
175,68.573878,12.921600
176,68.877707,13.048152
177,68.470903,13.087870
178,68.836963,12.871272
179,68.377337,13.931164
180,68.339023,14.146712
181,68.293664,13.829553
182,68.261766,13.904106
183,67.935693,13.700300
184,67.774559,13.145230
185,68.052937,12.657817
186,68.041814,12.568453
187,68.512907,12.164231
188,68.325268,12.037434
189,68.169112,11.977354
190,68.125178,11.696331
191,68.080390,11.507443
192,68.253838,11.558843
193,68.362393,11.477942
194,68.244032,11.799568
195,68.174488,11.746204
196,68.447649,11.627148
197,68.274903,11.455229
198,67.803746,11.541610
199,67.371513,11.540773
200,67.438961,11.756434
201,67.457264,11.786971
202,67.743025,11.761631
203,68.084732,11.258905
204,68.052714,11.321395
205,67.960380,11.264627
206,67.967921,11.454671
207,67.990205,11.433339
208,68.089231,11.709459
209,67.635821,11.832304
210,67.567056,11.618425
211,67.211599,11.445085
212,66.905019,12.024590
213,65.834022,12.368811
214,65.548604,13.108453
215,65.567225,13.328103
216,65.589314,13.158788
217,65.716155,13.198090
218,65.963077,13.111884
219,65.818655,13.179726
220,66.020530,13.410469
221,65.703907,13.681817
222,65.762979,13.722429
223,65.493475,13.464277
224,64.694654,13.398590
225,64.017828,13.218320
226,63.654924,13.187006
227,63.537621,12.936902
228,63.346295,13.528485
229,63.462899,12.899634
230,64.030456,12.097255
231,63.918859,12.046818
232,64.257716,12.085580
233,64.794441,12.167300
234,64.489453,12.833612
235,64.460447,13.043737
236,64.497761,12.719387
237,64.747931,12.261347
238,64.557060,12.003744
239,64.747608,11.529291
240,64.856490,11.351164
241,64.735786,11.824688
242,64.826005,11.749490
243,65.725882,12.066952
244,65.677103,12.092088
245,65.517850,11.384638
246,65.575434,11.115594
247,65.272435,11.030593
248,65.311770,11.502921
249,65.205723,12.069101
250,65.153349,12.354956
251,64.952266,12.311806
252,65.293294,12.175880
253,65.284634,12.704915
254,65.001262,12.921435
255,64.867867,12.917351
256,64.897179,12.168038
257,64.840228,12.533757
258,64.327062,12.922462
259,63.914750,13.204786
260,63.548723,13.697127
261,63.411588,14.459478
262,63.471167,13.861840
263,63.431608,13.750526
264,63.387654,13.645766
265,63.672550,14.087763
266,63.774501,14.136118
267,64.116643,13.912080
268,64.141927,13.462968
269,64.499567,13.396681
270,64.820965,13.858598
271,64.784857,14.291543
272,64.891716,14.591586
273,65.034777,14.341983
274,64.754380,14.810535
275,64.830312,14.539633
276,65.175965,14.701189
277,65.502136,14.978472
278,65.653618,14.995891
279,65.792725,14.982304
280,65.698846,15.052039
281,65.262699,15.831272
282,64.788084,16.597245
283,65.076983,16.011075
284,64.816635,15.870529
285,64.412633,16.017461
286,64.249976,16.000699
287,64.741788,15.781121
288,64.613837,15.753872
289,64.591796,15.022023
290,64.597623,14.676452
291,64.241426,14.266211
292,64.131621,14.179396
293,63.926080,14.104460
294,63.660135,14.339255
295,63.836914,14.551233
296,63.911075,15.287408
297,64.153022,14.644599
298,64.013592,14.376294
299,64.364894,14.491800
300,65.208482,14.459502
301,65.039956,14.546782
302,64.681813,14.863422
303,64.600445,14.218401
304,64.456561,13.700807
305,64.232729,13.356637
306,63.966897,12.974180
307,63.964159,12.898093
308,63.733996,12.517972
309,63.958374,12.831867
310,63.729101,12.870162
311,64.066830,12.766676
312,63.794044,12.561407
313,63.072939,11.903302
314,62.960436,11.781580
315,62.464281,11.614400
316,62.852909,11.712974
317,62.344952,11.763869
318,62.305331,11.856365
319,62.558293,12.174993
320,62.670544,12.773596
321,62.818929,12.993210
322,63.002304,12.917439
323,63.142639,12.803709
324,62.703850,12.868137
325,62.629072,12.693239
326,62.634590,12.843102
327,62.523241,12.692011
328,62.463146,12.909543
329,62.251685,12.867585
330,61.981821,12.884543
331,61.803989,12.804370
332,61.899433,12.774483
333,62.003923,12.813199
334,62.229965,12.429699
335,62.188477,12.729233
336,61.965940,12.944155
337,61.836125,12.745931
338,61.648192,12.504891
339,61.573071,12.673984
340,61.416486,12.555098
341,61.867479,12.429937
342,62.167771,12.340128
343,62.513924,12.601118
344,62.924803,12.606368
345,62.800315,12.678748
346,62.619148,12.100021
347,63.002776,12.404378
348,62.665216,12.545755
349,62.389695,12.498797
350,61.978595,12.617096
351,62.108055,12.342035
352,62.334632,12.088483
353,62.176103,11.756609
354,62.287484,11.227486
355,62.442795,11.513990
356,62.685168,11.417001
357,62.596112,11.839051
358,62.812359,12.104517
359,62.952155,11.762046
360,62.694437,11.988080
361,62.103382,12.295226
362,62.202867,13.193746
363,62.099468,13.415540
364,62.091039,13.370851
365,62.173620,13.404191
366,61.935444,13.755421
367,61.601838,13.990962
368,61.453536,13.445868
369,61.200811,13.875753
370,61.626065,13.440618
371,61.758843,13.115429
372,61.512115,13.140050
373,61.161668,13.018883
374,61.273045,12.431061
375,61.620116,12.498636
376,62.061024,12.528696
377,61.989791,12.531656
378,62.159459,12.241321
379,61.950645,12.712238
380,62.218144,12.555736
381,62.292939,12.175589
382,61.993230,12.165613
383,62.125812,11.596277
384,61.720367,11.796403
385,61.866842,11.840280
386,61.678166,11.861696
387,62.034207,11.987683
388,62.258737,11.756106
389,61.967166,11.516474
390,61.755344,11.577992
391,61.803667,11.769762
392,61.785279,11.938540
393,61.534278,11.979154
394,61.505297,12.612439
395,61.558288,12.753144
396,62.025356,12.168635
397,62.285301,12.111203
398,62.421558,12.402467
399,62.626403,13.106150
400,62.391772,12.990263
401,62.535480,12.867840
402,62.444706,13.256187
403,62.749575,14.224205
404,63.073337,14.551855
405,63.008150,14.377333
406,63.004741,14.337719
407,62.624325,14.309068
408,62.129035,13.927767
409,62.384901,13.884776
410,62.771778,13.389664
411,62.695021,13.196732
412,62.665788,13.386494
413,63.040295,13.013077
414,63.825414,13.238829
415,64.111270,12.638161
416,63.653098,13.135948
417,63.555702,13.560615
418,63.919637,14.190069
419,63.724840,14.666932
420,63.956486,15.265386
421,63.487250,15.374776
422,63.582802,14.497155
423,63.811985,14.031850
424,63.769601,14.037977
425,63.595539,14.010543
426,63.345767,14.070019
427,63.305908,14.110660
428,63.419397,14.231860
429,63.366908,14.278377
430,63.502877,14.720285
431,63.791601,15.228209
432,63.845356,14.842742
433,63.671531,14.470663
434,63.762017,14.385076
435,63.640050,14.375972
436,63.708399,14.235021
437,64.081947,14.002835
438,64.858040,14.344971
439,64.562988,14.978069
440,64.119461,15.544007
441,64.272189,15.419921
442,64.123854,15.797349
443,64.439751,16.004276
444,64.954081,15.431977
445,65.339098,15.349782
446,65.932534,14.819814
447,66.138568,14.979028
448,65.684558,15.038507
449,65.495873,14.751323
450,65.231509,14.700349
451,65.253079,14.949356
452,65.167026,15.553921
453,65.026849,15.011631
454,65.099850,14.469755
455,64.885685,14.232796
456,64.928329,14.206387
457,65.453459,14.306269
458,65.365260,14.852324
459,65.807727,14.585394
460,65.802567,13.880611
461,65.912060,14.451433
462,65.985541,14.781614
463,65.590271,15.096903
464,65.832030,15.397827
465,65.646892,15.302435
466,65.882906,15.556193
467,66.355772,15.348009
468,66.264381,15.611239
469,66.726631,15.561712
470,66.816806,15.257294
471,66.556878,15.230688
472,66.179137,15.242957
473,65.819090,15.606847
474,65.327141,15.579150
475,65.226279,15.869922
476,65.315587,15.635774
477,65.226988,15.195895
478,65.484464,15.290526
479,65.847404,15.044459
480,65.871946,15.257674
481,65.792610,14.957358
482,65.610488,14.032633
483,65.676257,14.221991
484,65.585764,13.902305
485,65.688730,13.704000
486,66.624972,13.717525
487,66.175040,13.396742
488,65.778439,13.187664
489,65.748365,12.863361
490,64.903364,13.235044
491,64.861122,13.015580
492,65.090276,12.793770
493,65.531330,12.398186
494,65.812362,11.614109
495,64.903457,12.075288
496,64.595628,12.174994
497,64.636503,12.240048
498,64.407748,12.520594
499,64.170189,12.775909
500,63.796687,13.049160
501,63.927245,13.106235
502,63.557846,13.286878
503,62.848196,13.536013
504,62.563108,13.389930
505,62.571912,13.586071
506,62.873950,13.470870
507,63.203052,13.532775
508,63.379747,13.685239
509,63.174652,13.806374
510,62.778402,13.870269
511,62.860372,13.736073
512,62.654419,13.725544
513,62.456209,14.100314
514,62.616443,13.765906
515,62.339556,13.830194
516,62.695964,13.464308
517,62.845872,13.506355
518,62.776806,13.334739
519,62.672063,13.767566
520,63.227391,13.042792
521,63.426985,12.497122
522,63.587148,12.235583
523,63.396130,12.122193
524,63.918143,12.180846
525,63.817764,12.266312
526,63.748028,12.036446
527,63.443507,11.674398
528,63.780982,12.003890
529,63.463452,11.728521
530,63.050429,12.554270
531,62.929405,12.081523
532,62.701945,10.969976
533,62.265825,10.877858
534,62.418826,11.009658
535,62.590318,10.930414
536,62.435543,10.648696
537,62.043785,10.825647
538,62.546520,10.695719
539,63.015135,11.058995
540,62.886977,11.347481
541,62.422955,11.138613
542,61.582020,11.432689
543,61.323626,11.803802
544,61.265014,11.751679
545,61.682267,11.362127
546,61.609925,11.897268
547,61.885309,11.609827
548,62.228154,11.240680
549,62.493853,11.112465
550,62.556454,10.914937
551,62.518005,10.959540
552,62.620186,10.650475
553,62.376020,10.632917
554,62.424927,10.375978
555,62.449708,10.352548
556,61.989441,10.740584
557,62.077667,10.818546
558,62.101889,11.019386
559,62.321447,11.519614
560,61.923676,11.543092
561,61.438189,11.677754
562,61.192729,12.864529
563,60.880852,13.225303
564,60.969469,12.621590
565,60.979638,12.709886
566,61.303696,13.202354
567,61.019645,12.887289
568,60.938843,12.577514
569,60.643679,12.084179
570,60.338603,12.498737
571,60.131172,13.399007
572,60.079843,13.748658
573,59.997094,14.025972
574,59.816290,14.113316
575,59.615421,13.745995
576,59.458747,13.383288
577,60.046145,13.431114
578,59.940392,13.628247
579,60.176767,13.676529
580,60.127307,13.778141
581,60.429355,13.522681
582,60.295658,13.359219
583,60.174293,13.967945
584,59.905699,14.346793
585,60.099122,14.243715
586,60.327342,14.273917
587,60.803149,13.858171
588,60.405172,13.478729
589,60.086827,13.445895
590,59.571256,13.621962
591,59.860466,14.046733
592,60.051390,13.675075
593,60.457686,13.582263
594,60.653166,13.210813
595,60.776999,13.044840
596,60.865090,13.720679
597,60.914098,13.572699
598,61.534369,13.795380
599,62.041098,13.819153
600,62.389880,13.091976
601,62.359235,13.052400
602,62.158396,13.238519
603,62.009136,13.521283
604,62.529165,13.135430
605,62.588847,13.256702
606,62.207936,13.554065
607,62.302425,13.472300
608,62.028936,13.780938
609,61.905160,14.145512
610,61.938170,14.182066
611,61.755022,13.902745
612,62.110468,13.769413
613,62.410994,13.366975
614,62.282028,13.377485
615,62.241115,13.366767
616,62.191892,13.680748
