# this data file was made with generate_cvs.tcl
# Chains E,F,G,H are on residues 50-69 of chains A through D (present only in the C8 cage models!)
# Chains I,J,K,L are on residues 10-29 of chains A through D (present in both C4 and C8 cage models)
# this script generates CV's for the shotgun simulation restarts
# [frame, distance along z cordinate of protein (0 is center), distance protein is away from the center of the top of the cage in the plane]
0,73.587442,8.341714
1,73.646410,8.770217
2,73.845511,8.974382
3,73.556654,9.244883
4,73.828830,9.079868
5,73.927392,8.866245
6,74.037789,8.441154
7,73.784716,8.759175
8,73.275879,8.865171
9,72.637039,8.565589
10,72.851743,8.768464
11,72.549884,9.491627
12,72.544720,8.876236
13,72.636866,8.129601
14,72.394215,8.009295
15,72.306901,7.721533
16,72.249004,8.627918
17,72.091364,9.023516
18,72.020500,9.092774
19,71.610679,9.133741
20,71.594363,9.344178
21,71.533167,8.839083
22,71.421156,8.329204
23,71.437230,8.610574
24,71.445433,8.634498
25,71.889816,8.758260
26,72.248064,8.972354
27,72.023580,8.907843
28,71.506423,9.005564
29,71.216412,9.303857
30,70.960637,8.976564
31,71.005467,8.687492
32,70.741081,8.736563
33,70.588035,8.700090
34,70.455087,8.410966
35,70.407017,8.384679
36,70.115713,8.345340
37,70.469313,8.823639
38,70.312341,8.903617
39,70.379976,8.750322
40,69.863863,8.406730
41,69.349932,8.940909
42,69.302068,9.099614
43,69.125045,9.003154
44,69.192560,8.976253
45,68.787107,9.131489
46,68.727219,8.854101
47,68.843269,9.031624
48,69.196855,9.340587
49,68.971288,9.419814
50,68.744344,9.900112
51,68.627216,10.205739
52,68.931029,10.156760
53,68.944419,10.037172
54,68.578079,10.216372
55,67.764792,10.300860
56,67.288574,10.463068
57,67.367671,10.564767
58,67.417286,10.953433
59,67.100597,11.102610
60,67.018710,11.151436
61,66.780859,11.289782
62,66.436913,11.801499
63,66.488186,11.895491
64,66.287277,12.530580
65,66.341399,12.159308
66,66.224530,12.598468
67,66.190237,12.981193
68,66.205529,12.886621
69,65.829626,13.115164
70,65.680363,13.109387
71,65.856415,13.221460
72,65.892509,13.416595
73,65.805728,13.973319
74,66.740240,13.697664
75,66.656139,13.582966
76,66.495824,13.668698
77,66.431889,13.747800
78,66.489591,13.045004
79,66.339583,12.938298
80,66.346572,13.613993
81,66.281142,13.738097
82,66.172582,13.731160
83,65.735767,14.298569
84,65.472384,14.334421
85,65.876178,14.738745
86,65.795765,14.769567
87,66.099879,14.348226
88,66.614670,13.820966
89,66.179841,13.336283
90,66.416397,13.259125
91,66.348350,13.525743
92,66.590796,13.155213
93,67.121353,12.964988
94,67.426382,12.346001
95,67.474337,11.845685
96,68.105954,11.377807
97,68.082783,11.354887
98,67.674971,11.604278
99,67.497097,11.360289
100,67.345953,11.685327
101,67.339253,10.970040
102,67.536712,10.787125
103,67.504260,10.796656
104,67.691148,10.924869
105,67.736742,11.033094
106,68.895676,11.945415
107,69.051525,13.009736
108,69.047906,12.163201
109,69.746495,12.161615
110,70.664856,12.161961
111,70.877100,11.101902
112,70.362341,11.086397
113,70.400527,11.404601
114,70.296653,10.987141
115,70.183003,10.722344
116,69.844715,10.958029
117,69.807744,10.704054
118,69.658801,11.396365
119,69.779978,11.621972
120,69.572172,11.061602
121,69.498586,11.351063
122,69.682471,11.871619
123,70.065776,12.314011
124,69.683434,12.420675
125,69.620603,12.033997
126,69.119290,11.781397
127,68.900763,11.779585
128,68.746521,11.580483
129,68.436111,11.876671
130,68.172820,11.607637
131,67.599529,11.658935
132,66.982016,12.097696
133,67.378524,11.619644
134,66.921323,11.541344
135,66.703645,11.181489
136,66.804677,11.054206
137,67.172791,11.766052
138,67.259119,11.782901
139,67.261032,12.663561
140,67.070096,12.338897
141,66.894130,11.966782
142,66.952992,11.693991
143,67.164897,11.839975
144,67.472188,12.058541
145,67.792796,12.161945
146,67.525104,12.136425
147,67.462141,11.626989
148,67.521683,11.327679
149,67.557411,11.070142
150,67.741432,10.506715
151,68.087823,10.522611
152,68.375697,11.171467
153,68.451444,11.076450
154,68.131647,10.767869
155,67.998114,11.142220
156,68.223312,11.695141
157,67.753592,12.089181
158,67.547105,12.451532
159,67.576633,12.623955
160,67.001466,12.735263
161,66.750832,12.248029
162,66.219367,12.725561
163,66.000883,12.882710
164,66.583419,12.806359
165,66.590189,12.856642
166,66.904530,12.068387
167,67.218390,12.779713
